"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"3307",1,"SIA/UP/MIN/435214/2023","8023-7121","Dhuria Building Stone (Sandstone) Mining Project At Gata No. 428, S.No. 33","BAJRANGA SINGH","EC Granted","EC",NA
"3308",2,"SIA/UP/MIN/72963/2018","4091","Area 20.00 Acre/ 8.10 Ha. For Ordinary Sand mining Project at Khand No./Gata No-347 Village –Kutukpur Vajidpur , Tehsil- Sadar, Dist. Firozabad, U.P","ARVIND SINGH RATHAUR","EC Granted - Processed offline","EC",NA
"3309",3,"SIA/UP/MIN/74854/2018","4307","Riverbed Sand mining project from Ghaghra River for Shri Sherkhan located at Gata No. 109/7, Village - Majha Sitarampur, Tehsil - Harraiya, District - Basti, Uttar Pradesh. Sanctioned Lease Area - 10.125 ha.","SHRI SHERKHAN","EC Granted","EC",NA
"3310",4,"SIA/UP/MIN/29418/2018","4510","M/s New Eoan Associates","MS NEW EOAN ASSOCIATES","EC Granted","EC",NA
"3311",4,"SIA/UP/MIN/76420/2018","","Test Project","ABC CONSULTANTS","WithdrawEC","EC",NA
"3312",5,"SIA/UP/MIN/75357/2018","4332","Ordinary riverbed Sand Mining","PROJECT PROPONENT","EC Granted - Processed offline","EC",NA
"3313",6,"SIA/UP/MIN/439530/2023","8094-7464","Ordinary Sand Mine, Gata No. 01 Mi, lease area-7.5 ha., Village–Isauri Nasirpur, Tehsil-Alapur, District- Ambedkar Nagar, Uttar Pradesh,  developed by M/s Jaiswal Rice Dal and Oil Mill (Shri Ramji Jaiswal)","RAMJI JAISWAL","EC Granted","EC",NA
"3314",7,"SIA/UP/MIN/456249/2023","8610-7909","Building Stone (Sandstone Khanda, Boulder, Gitti) Mining Project","HEMANT SINGH","Deferred by SEAC","EC",NA
"3315",8,"SIA/UP/MIN/63005/2017","","M/s KAPTAN BHATTA UDYOG","KAPTAN BHATTA UDYOG","Under examination of SEIAA - Processed offline","EC",NA
"3316",9,"SIA/UP/MIN/448358/2023","8351-7617","“Riverbed Ordinary Sand mining” from Riverbed of Ghaghara River located at Khand No. Gha.-6/2 Gata No. 62, Area- 8.6 Ha, Village - Dewaipeepar, Tehsil - Gola, District - Gorakhpur, Uttar pradesh by M/s Ankit Enterprises (Prop. Shrimati Sushila Devi)","SHUSHILA","EC Granted","EC",NA
"3317",10,"SIA/UP/NCP/75360/2018","","Chartered Hotel Vibhuti Khand Gomti Nagar Lucknow","CHIEF ENGINEER","Delisted","EC",NA
"3318",1,"SIA/UP/MIN/407684/2022","7387-6370","Granite, Khandas, Boulder, Gitti Mining Project","M/S BUNDELKHAND ROCKS","EC Granted","EC",NA
"3319",2,"SIA/UP/MIN/453570/2023","8535-7668","Bhuilli Building stone Sand Stone Mining project, Sl. No. 61","JITENDRA KUMAR","EC Granted","EC",NA
"3320",3,"SIA/UP/MIN/420800/2023","7692","Mining Project for Building Stone or Khanda, Boulder, Gitty, Patiya and Red Morrum","SAJAL PACHORI","EC Granted","EC",NA
"3321",4,"SIA/UP/MIN/423562/2023","7738-7290","Proposed riverbed morrum mining project from Yamuna River of Mohd. Arshad Siddiqui located at Gata No. 649 to 659 (Khand No. 10/10 to 10/13), Village- Kataiya, Tehsil - Chail, District - Kaushambi, Uttar Pradesh.","MOHD SIDDIQUI","EC Granted","EC",NA
"3322",5,"SIA/UP/NCP/72507/2018","4067","Group Housing Project (Phase 1)","M/S T&T INFRAZONE PRIVATE LIMITED","EC Granted","EC",NA
"3323",7,"SIA/UP/MIN/444017/2023","8248-7675","Riverbed Ordinary Sand/ Morrum Mining from Riverbed of Yamuna River located at Khand No./Gata No. 4, 5 & 6, Area- 41.072 Ha, Village - Chandi Khadar, Tehsil - Rajapur, District - Chitrakoot, Uttar Pradesh by M/s Tripathi Construction","SHIV TRIPATHI","EC Granted","EC",NA
"3324",8,"SIA/UP/MIN/89438/2018","","“Granite (Khanda, Gitti, Boulders) Mining” Project at Gata No.- 735, Khand No.- 03, Village- Daharra, Tehsil- Mahoba, District- Mahoba, U.P. (Leased Area : 1.012 ha.)","GURUDAYAL BADHORIA","Delisted","EC",NA
"3325",9,"SIA/UP/NCP/22871/2018","4349","Revised Group Housing Project","DIVAY ANGELS REALTORS PRIVATE LIMITED","EC Granted","EC",NA
"3326",10,"SIA/UP/NCP/92611/2019","4643","Proposed Hotel & Parking for Metro at Plot No: C-171/2, Sector- 15, Noida, Uttar Pradesh.","SEVEN R HOTELS PVT LTD","EC Granted","EC",NA
"3327",1,"SIA/UP/NCP/71531/2017","3905","Proposed Group Housing Project “Aaradhyam Golf Homes (Formerly Spring Fields)","CLOVER PROBUILD PVT. LTD.","Rejection Letter Granted","EC",NA
"3328",10,"SIA/UP/MIN/404998/2022","7327","ORDINARY EARTH MINING PROJECT, GATA NO.-342, PLOT AREA-1.508HA. VILLAGE HIMMATNAGAR, TEHSIL DHAULANA, DISTRICT HAPUR, UTTAR PRADESH DEVELOPED BY S A TRADERS (SHAHID ALI)","SHAHID ALI","EC Granted","EC",NA
"3329",4,"SIA/UP/NCP/72228/2018","4001","Proposed Group Housing ""One World Belvedere I at Baghamau village, Dist. Lucknow, U.P.","SHALIMAR LAKECITY PVT. LTD.","EC Granted","EC",NA
"3330",6,"SIA/UP/MIN/82002/2018","4525","Sand/Morrum Mining having lease area 18.21ha (45.00 acre) along River Yamuna in Khand No. D2, Gata No 93mi at Village – Devlan, Tehsil- Fatehpur, District- Fatehpur, U. P. of M/s Santosh Kumar and Sons","M/S SANTOSH KUMAR AND SONS","EC Granted","EC",NA
"3331",7,"SIA/UP/MIN/416653/2023","7606-4379","Kurra Kanak (K2) Sand/Morum Mining","KANWAR ENTERPRISES PRIVATE LIMITED","Delisted","EC",NA
"3332",8,"SIA/UP/INFRA2/427398/2023","7815-7628","Revision & Expansion of Commercial Project “Spectrum@Metro” at Plot No.  C & D, Eco City, Sector 75, Noida, District-Gautam Budh Nagar, U.P. by M/s Aims Max Gardenia Developers Pvt. Ltd.","M/S AIMS MAX GARDENIA DEVELOPERS PVT. LTD.","Deferred by SEAC","EC",NA
"3333",9,"SIA/UP/NCP/70868/2017","3864","Residential Complex","M/S. DELHI METRO WELFARE ORGANIZATION","EC Granted","EC",NA
"3334",4,"SIA/UP/MIN/424007/2023","7776-7120","Proposed Pattikalan Building Sandstone Mining Project","SHAILENDRA SINGH","EC Granted","EC",NA
"3335",6,"SIA/UP/MIN/441120/2023","8143-7622","“Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 2561 (Khand No.- 05), Village- Pahra, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 4.00 ha.)","HARPAL SINGH","EC Granted","EC",NA
"3336",1,"SIA/UP/MIN/453801/2023","8567-7600","Sindhora Building stone Sand Stone Mining project","NILAMA SINGH","EC Granted","EC",NA
"3337",2,"SIA/UP/MIN/73968/2018","","Proposed River Bed Sand/ Moram Mining Project from Yamuna River at Gata No.- 9/18, 9/19  Village- Nanda Ka Purva, Tehsil - Chail  District- Kaushambi, U.P. Area-24.280 Ha.","UPEIDA  KAUSHAMBI","Delisted","EC",NA
"3338",4,"SIA/UP/INFRA2/446482/2023","8328","PROPOSED ADVANCED PEDIATRIC CENTRE (PHASE-01) IN EXISTING SGPGI HOSPITAL LUCKNOW","Prof RK Dhiman","Rejected by SEAC","EC",NA
"3339",9,"SIA/UP/MIN/439949/2023","8078","“Ordinary Earth Mine”, Village- Ahmadabad Mathar, Tehsil-Safipur, District- Unnao, Uttar Pradesh. (Khasra/Gata no.- 928, Area-1.452 Ha.) Project Proponent- Shri Vivek Mishra","VIVEK MISHRAA","EC Granted","EC",NA
"3340",10,"SIA/UP/MIN/28390/2018","4411","Sand/Morrum Mining having lease area 15.0 ha (37.06 acre) along River Yamuna in Khand No 3 (Block No. 3) at Village – Jauharpur, Tehsil- Banda, District- Banda, U. P. of M/s S. K Enterprises","M/S S. K ENTERPRISES","EC Granted","EC",NA
"3341",1,"SIA/UP/MIN/73002/2018","4098","KADARGANJ KHAM SAND DEPOSIT ON
GANGA RIVER (12.00 ha)","SH ARVIND SINGH RATHORE","EC Granted","EC",NA
"3342",2,"SIA/UP/MIN/28888/2018","4468","Mandawar 3 sand/morrum mine on Yamuna river","SHIVA BUILDTECH PVT LTD","EC Granted","EC",NA
"3343",3,"SIA/UP/MIN/29780/2018","4560","Sand/Morrum Mining project","SAI ENT UDHYOG","EC Granted","EC",NA
"3344",4,"SIA/UP/MIN/42602/2019","5178","M/s K. L. AND BROTHERS B.K.O.","K L AND BROTHER B K O","Delisted","EC",NA
"3345",5,"SIA/UP/MIN/34034/2018","4728/4587","Area-60.0 Acre (24.291ha) on  Betwa River For Sand/Morrum Mining Project at Khand No-26/1,Village-Chandwari Ghurauli Tehsil- Sarila , District- Hamirpur (U.P)","M/S RANCHOR ELECTRONICSPVT.LTD","EC Granted","EC",NA
"3346",1,"SIA/UP/MIN/72188/2018","3974","Area 50 Acre/ 20.234 Ha. For  River Sand/Morrum mining Project at Araji No.-278,293 Village – Teharka , Tehsil- Garautha, Dist. Jhansi, U.P.","MAA BETWA TRADING COMPANY","EC Granted","EC",NA
"3347",2,"SIA/UP/MIN/423567/2023","7735-7281","Riverbed Sand Mine From Riverbed Of Ghaghra/suryu River Khasra/Gata no. 56 Da Mi Village/ghat- Manjha Salarpur, Tehsil-tanda, District– Ambedkar Nagar (U.p.) Developed By Shri Ravindra Kumar S/o Late Rajkishor","RAVINDRA KUMAR","EC Granted","EC",NA
"3348",3,"SIA/UP/MIN/447404/2023","8344","Mining of Minor Mineral Building Stone (Sand stone) Mining Project","VIJAY SINGH","EC Granted","EC",NA
"3349",4,"SIA/UP/INFRA2/414129/2023","7532-7181","Expansion of Group Housing Project “Sharanam” at Plot No. GH-02, Sector-107, Noida, Uttar Pradesh by M/s Great Value Project India Ltd.","GREATVALUE PROJECTS INDIA LIMITED","WithdrawEC","EC",NA
"3350",8,"SIA/UP/INFRA2/449530/2023","8377-7989","Expansion of  Housing Complex","SHREE HARI BARTER LTD","Agenda Uploaded by SEAC","EC",NA
"3351",9,"SIA/UP/MIN/414022/2023","7534","Proposed “Ordinary Soil Excavation Project” at Gata No.- 1374, Village- Malaha, Tehsil- Malihabad, District- Lucknow, Uttar Pradesh. (Lease Area: 1.0600Ha.)","VISHAMBHAR NATH","EC Granted","EC",NA
"3352",2,"SIA/UP/MIN/74867/2018","4284","Katri Hariharpur Ehatmali sand/morrum mine on Gnaga river","AMBEY SUPPLIERS PRIVATE LIMITED","EC Granted","EC",NA
"3353",3,"SIA/UP/MIN/414577/2023","7541","Proposed “Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Araji No.- 224, Village- Paharetha, Tehsil- Charkhari, District- Mahoba, U.P. (Applied Area : 0.558 ha.)","UPENDRA SHUKLA","EC Granted","EC",NA
"3354",10,"SIA/UP/MIN/135083/2020","","Malakpur (Gata No. 869, 867/2, 863/2, 934, 867/1 & 863/2 ) soil brick mining project.","M/S BRAHAM BRICK FIELD","Delisted","EC",NA
"3355",3,"SIA/UP/NCP/22881/2018","4333","Sanchar Arcade","SANCHAR ARCADE SAHKARI AWAS SAMITI","EC Granted","EC",NA
"3356",5,"SIA/UP/MIN/427707/2023","7832-6756","Proposed Bhagautidei Building Stone (Sandstone) Mining Project At Arazi No. 703, S.No. 08, Village- Bhagautidei, Tehsil-Chunar District-Mirzapur State-U.P","SHRIMATI GANGAJALI DEVI","EC Granted","EC",NA
"3357",2,"SIA/UP/INFRA2/416030/2023","7627","“GOKULDHAM” AFFORDABLE HOUSING SCHEME UNDER PRADHANMANTRI AWAS YOJNA","TREADSTONE LIMITED","EC Granted","EC",NA
"3358",1,"SIA/UP/MIN/28462/2018","4425","Proposed River Bed Sand/Morrum Mining having lease area 24.291 ha (60.02 acre) along River Betwa in Khand No. 23/26 at Village – Beri, Tehsil- Hamirpur, District- Hamirpur, U. P.","M/S J K S MINING SERVICES PVT LTD","Delisted","EC",NA
"3359",2,"SIA/UP/INFRA2/454597/2023","8566","Proposed expansion of Group Housing Project at Plot No. CP-GH-05B, Sector-Techzone-04, Greater Noida. (U.P.) by M/s DSD Homes Pvt. Ltd","DSD HOMES PRIVATE LIMITED","ADS by SEAC","EC",NA
"3360",3,"SIA/UP/MIN/74794/2018","4270","RIVER SAND MINE VILLAGE KATRI LUDHWA KHERA RANIGHAT TEHSIL SADAR DISTRICT KANPUR","M/S MOTI CONSTRUCTION COMPANY","EC Granted","EC",NA
"3361",5,"SIA/UP/MIN/432850/2023","7980","“Imarti Patthar Sandstone (Khanda, Gitti, Boulder, Patiya, Etc)” Mine at Gata/Arazi No-33, Area – 0.8090 ha., Village- Hardari, Tehsil- Lalitpur & District- Lalitpur, Uttar Pradesh Developed by Smt Shikha Soni","SHIKHA SONI","EC Granted","EC",NA
"3362",4,"SIA/UP/MIN/71777/2017","3936","Pratappur sand mine on Yamuna River(8.00 hectare / 19.76 Acres)","SUNIL RAJAK","EC Granted","EC",NA
"3363",5,"SIA/UP/MIS/103385/2019","4842","paalm paradise","DIRECTOR","EC Granted","EC",NA
"3364",6,"SIA/UP/MIN/35214/2019","4773","Environmental Clearance of mining lease of Building Stone (Gitti, Boulder) mine, at Khasra no. /Plot no. - 719, Khand no. 2, Area 2.024 ha. (5.00 Acres) at Village – Chhatahara Ghurehtha, Tehsil- Bara","MS SARITA  CONSTRUCTION COMPANY","EC Granted","EC",NA
"3365",10,"SIA/UP/MIN/150376/2020","","Brick Earth Mining Project, M/s R.K.K Brick Field, Gata no; 166, 27/3, 562a, 562b, 559a, 559b, at  Village: Bhattu, and Gata No : 19, 20, at Village : Khera Gadai, Tehsil: Unn, Dist: Shamli","M/S R.K.K BRICK FIELD","Delisted","EC",NA
"3366",1,"SIA/UP/MIN/246727/2021","6785","IMARATI PATTHAR/SANDSTONE (SLAB/PATIYA, GITTI, KHANDA, BOULDERS)MINE AT VILLAGE- MADANPUR, MADAWARA, LALITPUR","SMT. NUPUR SINGH","EC Granted","EC",NA
"3367",3,"SIA/UP/MIN/406685/2022","7356","Building Stone (Sandstone) mine in village Kukuhipur, Tehsil Chunar & District Mirzapur over an area of 2.424 ha. in Araji/Gata no. 88","SUNITA SINGH","EC Granted","EC",NA
"3368",4,"SIA/UP/NCP/20992/2016","3963","Expansion and Modification of Group Housing Project “Charms Castle”","M/S CHARMS INDIA PVT. LTD.","EC Granted","EC",NA
"3369",5,"SIA/UP/MIN/441103/2023","8142-7623","“Building Stone (Granite Khanda, Boulder, Bailast (Gitti))” Project at Gata No.- 2561 (Khand No.- 04), Village- Pahra, Tehsil- Mahoba, District- Mahoba, U.P. (Applied Area : 4.00 ha.","SHIL CHANDEL","EC Granted","EC",NA
"3370",2,"SIA/UP/MIN/184077/2020","","VCIPL Suraj Builders (JV)","DIRECTOR","Delisted","EC",NA
"3371",1,"SIA/UP/MIN/443838/2023","8239-7667","Sikarivyas Sand/Morrum Mining Project on Betwa River","SUDHIR KUMAR","Deferred by SEAC","EC",NA
"3372",3,"SIA/UP/MIN/247071/2021","6792","H.R Soil mining project","M/S H.R CONSTRUCTION","EC Granted","EC",NA
"3373",2,"SIA/UP/IND2/62144/1997","6251","Expansion of Existing Integrated Paints & Resins / Emulsions, Adhesive and Glue Manufacturing Plant located at UPSIDC, Village Kasna, Taluka and District Gautam Buddh Nagar, Uttar Pradesh by Asian Paints Limited","ASIAN PAINTS LIMITED - UTTAR PRADESH","EC Granted","EC",NA
"3374",3,"SIA/UP/MIN/44450/2019","","M/s shri Ram Yadav B.K.O","MS SRI RAM YADAV BKO","Delisted","EC",NA
"3375",1,"SIA/UP/MIN/62230/2020","6268-5953","Mohana sand/morrum mining project on Betwa river","KAMTANATH ENTERPRISES PVT. LTD.","EC Granted","EC",NA
"3376",5,"SIA/UP/MIN/44056/2019","5130","Area 1.21 HA BUILDING STONE (SANDSTONE) MINING PROJECT AT ARAJI NO. 997MI VILLAGE- SINDHORA, TEHSIL- SADAR, DISTRICT- MIRZAPUR, U.P","RUDRABALI TRADERS","EC Granted","EC",NA
"3377",9,"SIA/UP/MIS/289573/2022","","Uninav Utopia","UNINAV DEVELOPERS PRIVATE LIMITED","WithdrawEC","EC",NA
"3378",2,"SIA/UP/MIN/237962/2021","6714","Proposed Environmental Clearance of mining permit for simple soil excavation  form Khasra/Gata Nos.2035, Khand No. 777, Area– 2.897 ha at Village- Hadaha, Tehsil & District - Unnao, Uttar Pradesh","BRIJ KISHOR DWIVEDI","EC Granted","EC",NA
"3379",10,"SIA/UP/MIN/407978/2022","7398-6815","ORDINARY SAND MINE","SUNNY GARG","EC Granted","EC",NA
"3380",8,"SIA/UP/INFRA2/430270/2023","7918","Proposed Residential Complex","DIVYANSH & UPPAL LLP","WithdrawEC","EC",NA
"3381",9,"SIA/UP/NCP/59960/2016","File No for Further correspondence is 3796","200 Bedded Mother & Child Hospital","CMO","Under examination of SEIAA - Processed offline","EC",NA
"3382",10,"SIA/UP/MIN/406103/2022","7349","Kurreya Soil Mining Project","M/S H.R CONSTRUCTION","Delisted","EC",NA
"3383",2,"SIA/UP/INFRA2/438873/2023","8059","CONSTRUCTION OF RESIDENTIAL AND NON RESIDENTIAL BUILDINGS OF POLICE LINE AMETHI","ANAND SHARMA","WithdrawEC","EC",NA
"3384",3,"SIA/UP/MIN/441321/2023","8234-6575","“Building Stone (Khanda-Boulder/Gitti-Ballast) Mine” Gata No.- 669, Khand No. 33, Lease area- 2.023 Ha., Village- Khailar, Tehsil- Sadar, District- Jhansi, Uttar Pradesh, Project Proponent- Shri Rajkumar Parecha","SHRI RAJKUMAR PARECHA","ADS by SEAC","EC",NA
"3385",4,"SIA/UP/MIN/61803/2017","3825","Proposed  riverbed sand/morrum mining from  SON RIVER for Shri Kamlakant Pandey located at Gata No. 756 (Lot No. 03) Village- Sinduriya, Tehsil - Robertsganj, District- Sonbhadra, U.P. Area: 30 Acre (12.14 Ha)","KAMAL KANT PANDEY","Under examination of SEIAA - Processed offline","EC",NA
"3386",5,"SIA/UP/MIN/73357/2018","4144","River Sand / Morrum / Bajari Mining Project for River
Ganga in Aligarh District of Uttar Pradesh M.L Area 16.0 ha, Gata No. 19","SHRI MANJEET CHAWLA","EC Granted","EC",NA
"3387",6,"SIA/UP/MIS/64514/2017","","Group Housing Project, Koyal Enclave","SRM INFRATECH SOLUTIONS PVT LTD","Under examination of SEIAA - Processed offline","EC",NA
"3388",7,"SIA/UP/MIN/451320/2023","8443-7750","Sand/Morrum Mining Project","DEVENDRA GUPTA","ADS by SEAC","EC",NA
"3389",8,"SIA/UP/INFRA2/450632/2023","8414-7207","Group Housing Project ""The Vasundhara Grand""","NANDINI BUILDHOME CONSORTIUM PRIVATE LIMITED","Under examination of SEIAA after SEAC","EC",NA
"3390",9,"SIA/UP/NCP/21472/2017","4368","Candor TechSpace, IT/ITES SEZ, Plot No. 20-21, Sector 135, Noida","SEAVIEW DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"3391",10,"SIA/UP/NCP/75746/2018","4381","Proposed Group Housing at Plot No GH - 02A/1, Sector 1, Greater Noida, Uttar Pradesh","M/S ARHAM ESCON PVT LTD","EC Granted","EC",NA
"3392",1,"SIA/UP/MIN/409469/2022","7425","BUILDING STONE (SAND STONE) MINE","VIKAS SHUKLA","EC Granted","EC",NA
"3393",2,"SIA/UP/MIN/439521/2023","8134-7235","Building Stone (Sandstone) mine at Gata No.- 428, Lease Area- 0.809 ha., Village- Dhuria, Tehsil- Chunar, District- Mirzapur, Uttar Pradesh developed by Shri Himanshu Kumar","HIMANSHU KUMAR","EC Granted","EC",NA
"3394",3,"SIA/UP/MIN/29517/2018","4534","Shri Rahul Kumar Gupta","SHRI RAHUL KUMAR GUPTA","EC Granted","EC",NA
"3395",4,"SIA/UP/MIN/454152/2023","8552-6745","Building Stone, Khanda, Boulder, Ballast (Gitti) Mining Project","PRADEEP RAGHUWANSHI","Deferred by SEAC","EC",NA
"3396",1,"SIA/UP/MIN/71729/2017","3969","sand mining at Ghaghra River Bed at Gata no- 593, village- Khaira Khas, Tehsil- Belthara Road, District Baliya, UP","HINDUSTAN CONSTRUCTION COMPANY GONDA","EC Granted","EC",NA
"3397",2,"SIA/UP/MIN/71272/2017","3880","“Ordinary Sand Mining” Project in Ghaghra River at Gata No. 1048, 1049, Village- Manjha Barehta, Tehsil- Sadar, District- Faizabad, U.P.
Area- 25.0 Ha.","RELIABLE INFRABUILD","EC Granted","EC",NA
"3398",3,"SIA/UP/MIN/72090/2018","3968","Extraction of Sand/Morrum from river bed of Yamuna, at Zone No/Gata No/Khand No. 11/3 and 11/4, Area 24.28 ha. (60.00 Acres) at Village - Diya, Tehsil- Manjhanpur, District- Kaushambi, Uttar Pradesh of Smt. Srimani Gupta.","SMT. SRIMANI GUPTA","EC Granted","EC",NA
"3399",4,"SIA/UP/MIN/454969/2023","8594","SAND/BAJRI/BOULDER(RBM)MINE AT GATA NO. -1/20, 1/21, 1/22M, 1/23, 15, 15M, AGRICULTURE AREA: 3.4500 hectares, VILLAGE- MANJHAR, TEHSIL- SAHARANPUR, DISTRICT- SAHARANPUR (U.P.)","SALIM","Deferred by SEAC","EC",NA
"3400",5,"SIA/UP/MIN/30203/2018","4432","SIA/UP/MIN/28503/2018","M/S BUNDELKHAND INDUSTRIES","EC Granted","EC",NA
"3401",7,"IA/UP/IND2/49988/2014","No Increase Pollution Load","Proposed expansion of existing distillery unit from 150 KLD to 188 KLD due to addition of alternative feedstock B  Heavy Molasses or Sugar Syrup","UTTAM SUGAR MILLS LIMITED","","NIPL",NA
"3402",2,"SIA/UP/IND2/243808/2021","No Increase Pollution Load","No increase in pollution load certificate for use of B Heavy Molasses Mode 2 or Sugar Syrup Mode 3 as alternative feedstock without change in capacity 100 KLD","GOBIND SUGAR MILLS LIMITED DISTILLERY UNIT","","NIPL",NA
"3403",3,"SIA/UP/IND2/243938/2021","No Increase Pollution Load","Proposed expansion of existing distillery unit from 160 KLD to 200 KLD due to addition of alternative feedstock B Heavy Molasses or Sugar Syrup","AVADH SUGAR AND ENERGY LIMITED DISTILLERY UNIT HARGAON","","NIPL",NA
"3404",10,"SIA/UP/MIS/161987/2020","5717","Construction of Rubber Dam at 1.5Km Downstream of Taj Mahal on River Yamuna in Agra city","IRRIGATION AND WATER RESOURCE DEPARTMENT","EC Granted","EC",NA
"3405",4,"SIA/UP/MIN/189510/2020","6061","Building Stone, Gitti, and Khanda & Boulder Mining","SH ANAND KUMAR YADAV","EC Granted","EC",NA
"3406",6,"SIA/UP/MIN/200390/2021","6218","Proposed “Soil Excavation” Project at Gata No.– 313, Village- Lakhanpur, Tehsil- Kaimganj, District- Farrukhabad, Uttar Pradesh","SHRI ANIL KUMAR","EC Granted","EC",NA
"3407",2,"SIA/UP/IND2/38518/2018","4909","Proposed 60 KLPD Molasses based distillery","DAYA SUGAR A UNIT OF DAYA ENGINEERING WORKS (SLEEPER) LTD.","EC Granted","EC",NA
"3408",2,"SIA/UP/IND3/248919/2021","6820","Proposed expansion for manufacturing of Synthetic Organic Chemicals (API/Bulk Drugs/Pharmaceutical products), at Plot No.: G-373 - 376, Phase II, UPSIDC Industrial area, M G Road, District – Hapur - 245101, Uttar Pradesh by M/s Organo Chem (India)","M/S ORGANO CHEM  (INDIA)","EC Granted","EC",NA
"3409",6,"SIA/UP/MIN/238187/2021","6674","Ordinary Soil excavation project","SHRI BHUVENESH PRATAP SINGH","EC Granted","EC",NA
"3410",7,"SIA/UP/MIN/137385/2020","5401","M/s Gawar Construction Limited","M/S GAWAR CONSTRUCTION LTD.","MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.","EC",NA
"3411",2,"SIA/UP/MIN/33030/2019","","M/s Madhu Brick Field for Soil Brick, Plot No. 211, 196, 106, 192, 65, 336, 60, 66, 337  in Village- Nargismau, Tehsil- Nawabganj, District- Barabanki, (U.P.).","M/S MADHU BRICK FIELD","Delisted","EC",NA
"3412",1,"SIA/UP/MIN/40615/2019","","M/s Surya Bricks Field","M/S SURYA BRICKS FIELD","Delisted","EC",NA
"3413",2,"SIA/UP/MIN/50839/2019","5520/4914","Building Stone (Khanda, Gitti & Boulder) Mine","SUDHIR SINGH","EC Granted","EC",NA
"3414",6,"SIA/UP/MIN/173748/2020","5853","Gadiya Sareli Soil mining Project","PARTH ENTERPRISES","EC Granted","EC",NA
"3415",3,"SIA/UP/MIN/244041/2021","6741","Daniyapur Sand Mining Project","ASHISH VERMA","EC Granted","EC",NA
"3416",8,"SIA/UP/MIN/191676/2021","","Proposed “Soil Excavation” Project at Gata No.– 291, 292Kha, 307, 309, 273, 243, Village- Bahadur Pur Rajput, Tehsil- Bilari, District- Moradabad, Uttar Pradesh","SHRI KAILASH SINGH","WithdrawEC","EC",NA
"3417",10,"SIA/UP/MIN/136327/2020","","Malakpur (Gata No. 979) brick earth (soil) mining project.","M/S MAA VAISHNO BRICK FIELD","Delisted","EC",NA
"3418",5,"SIA/UP/MIS/62770/2021","6288","Common Bio Medical Waste Treatment Facility (CBWTF) by M/s AV Biomedical Waste Services is located at Khasra No. 167Mi Village- Maleya, Tehsil- Sandila, District-Hardoi, Uttar Pradesh","M/S AV BIOMEDICAL WASTE SERVICES","EC Granted","EC",NA
"3419",6,"SIA/UP/MIS/71689/2022","6906","Expansion of Institutional Project “Indian Institute of Technology”, Kanpur, Uttar Pradesh","INDIAN INSTITUTE OF TECHNOLOGY KANPUR","EC Granted","EC",NA
"3420",2,"SIA/UP/MIN/189942/2020","6202","M/S SONU YADAV","M/S SONU YADAV","EC Granted","EC",NA
"3421",3,"SIA/UP/MIN/45701/2019","","Brick Earth Mining","PANKAJ ENT UDYOG","Delisted","EC",NA
"3422",6,"SIA/UP/MIS/241719/2021","6716","Proposed Construction of Residential & Non - Residential Building  of ""PAC Mahila Battalion""","COMMANDANT, VEERANGANA JHALKARI BAI MAHILA POLICE BATTALION, GORAKHPUR","EC Granted","EC",NA
"3423",8,"SIA/UP/MIS/136706/2020","5472","Proposed Institutional Building","M/S ENPRO TELECOM (P) LTD.","Delisted","EC",NA
"3424",9,"SIA/UP/MIN/136754/2020","5375","Proposed “Soil Excavation” Project at Gata No.- 293, 300, Village- Paranapur, Tehsil- Sadar, District- Varansai, Uttar Pradesh.","GAMMON ENGINEERS AND CONTRACTORS PVT LTD","EC Granted","EC",NA
"3425",1,"SIA/UP/NCP/72244/2021","7011/6310","“UP DEFENCE INDUSTRIAL CORRIDOR”  At Village –Andala, Tehsil-Khair; Village- Haibatpur, Tehsil-Khair Village- Karsua, Kiratpur Nimana; Tehsil- Koil, District-Aligarh, Uttar Pradesh","UTTAR PRADESH EXPRESSWAYS INDUSTRIAL DEVELOPMENT AUTHORITY (UPEIDA)","EC Granted","EC",NA
"3426",6,"SIA/UP/MIN/154730/2020","5675/4817","Imarati Patthar, khanda, Gitti, Boulder Mining at Gata No.-339, Khand-11, Village-Deherra, Mahoba. Ramesh Kumar  Mishra, Area-0.809 Ha","RAMESH MISHRA","EC Granted","EC",NA
"3427",10,"SIA/UP/MIS/208174/2021","6278","Construction of Government Unani Medical College at Bareilly, Uttar Pradesh","UNANI MEDICAL COLLEGE","EC Granted","EC",NA
"3428",5,"SIA/UP/MIS/132294/2019","5482","Proposed expansion of “KH-Vatec India Pvt. Ltd.” project","M/S. KHVATEC INDIA PVT. LTD.","EC Granted - Processed offline","EC",NA
"3429",6,"SIA/UP/MIN/132113/2019","5960","Eath Mining of RCC Developers  Ltd.","RCC DEVELOPERS LTD.","Delisted","EC",NA
