"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"321","SIA/HR/NCP/28508/2018","SEIAA/HR/18/ 450 dated 06.08.2018","Expansion of Group Housing Project Measuring 13.344 Acres at Village- Badshahpur, Sector-67, Gurgaon, Haryana","M/S CONSOLIDATE REALTORS PVT. LTD.","TOR Granted - Processed offline","TOR",NA
"322","SIA/HR/NCP/41156/2019","SEIAA/HR/19/194 hard copy has to be submitted","Revision & Expansion of Affordable Group Housing Colony “Happy Homes Exclusive”","ADORE REALTECH PVT. LTD.","TOR Granted","TOR",NA
"323","SIA/HR/MIN/69331/2021","SEIAA/HR/MIN/21/28","Mining of Stone along with Associated Minor Minerals at Kharsa No 46Min, Village-Usmapur, District Mahendragarh, Haryana","M/S ASTHA INFRA DEVELOPERS PRIVATE LIMITED","TOR Granted","TOR",NA
"324","SIA/HR/MIS/73788/2022","SEIAA/HR/2022/183","VSR MALL Retail cum Office complex","PURAN DAS","TOR Granted","TOR",NA
"325","SIA/HR/MIS/81614/2022","SEIAA/HR/2022/238","Warehouse for storage of Non-agricultural produce (Logistics)","M/S RISING SUN WAREHOUSING","Rejection Letter Granted","TOR",NA
"326","SIA/HR/MIS/81570/2022","SEIAA/HR/2022/235","Five Star Hotel by M/s Creative Buildwell Pvt. Ltd.","CREATIVE BUILDWELL PRIVATE LIMITED","For further consideration(SEIAA)","TOR",NA
"327","SIA/HR/MIS/81584/2022","SEIAA/HR/2022/236","Residential Plotted Colony","COMMANDER REALTORS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"328","SIA/HR/MIS/74842/2022","SEIAA/HR/2022/161","Corporate Office Complex","PADMINI TECHNOLOGIES LTD.","TOR Granted","TOR",NA
"329","SIA/HR/MIS/79598/2022","To be assigned","Warehouse project Non-Agro at Village-Fatehpur and Village-Sheikhpur, Tehsil-Tarou, District-Mewat, Haryana","N.D.R WAREHOUSING PRIVATE LIMITED","WithdrawTOR","TOR",NA
"330","SIA/HR/MIS/79622/2022","SEIAA/HR/2022/221","Warehouse project Non-Agro at Village-Fatehpur and Village-Sheikhpur, Tehsil-Tarou, District-Mewat, Haryana","N.D.R WAREHOUSING PRIVATE LIMITED","TOR Granted","TOR",NA
"331","SIA/HR/MIS/83091/2022","SEIAA/HR/2022/243","Proposed Residential Group Housing Colony in the Revenue Estate of Village- Pawala Khusrupur, Sector-106, Gurgaon Manesar Urban Complex, and Haryana over an area measuring of 24.10 Acres is being developed by Airmid Developers Ltd and Others","AIRMID DEVELOPERS LIMITED","TOR GRANTED","TOR",NA
"332","SIA/HR/MIN/75889/2022","SEIAA/HR/2022/171","Mining of Quartzite & Masonry Stone minor mineral from Golwa Mine with 6.0 MTPA production capacity over an area of 24.40 ha. located at Village Golwa Tehsil Nagal Chaudhary District Mahendragarh State- Haryana.proposed by  Sh. Ashok Kumar, S/o Sh. Ram Avtar.","ASHOK KUMAR","TOR Granted","TOR",NA
"333","SIA/HR/MIS/76009/2022","SEIAA/HR/2022/170","Common Bio-Medical Waste Treatment Facility at Shahpur, District- Jind, Haryana","DIVYA WASTE MANAGEMENT COMPANY","TOR Granted","TOR",NA
"334","SIA/HR/IND/82457/2022","SEIAA/HR/2022/241","Avtar Steel Limited Unit B","AVTAR STEEL LIMITED","TOR GRANTED","TOR",NA
"335","SIA/HR/MIS/82728/2022","SEIAA/HR/2022/240","Revision and Expansion if ""IT Park"" Complex Project","M/S NOVA REALTORS PVT. LTD.","TOR GRANTED","TOR",NA
"336","SIA/HR/MIS/72535/2022","To be assigned","Environmental Clearance for  Expansion of Proposed Mixed Land Use Colony ( 70% Residential and  30% Commercial) on the land  measuring 14.4125 Acres in Revenue Estate of village Maidawas and Badshahpur, Sector 65 of GMUC, Gurugram.","","Request for withdraw","TOR",NA
"337","SIA/HR/MIS/72536/2022","SEIAA/HR/2022/156","Proposed Expansion of Plotted Colony on 23.29999 Acres land under DDJAY Scheme at Village Behrampur & Ullawas, Sector-61, Gurugram","","TOR GRANTED","TOR",NA
"338","SIA/HR/MIS/72539/2022","21-20/2022-IA-III","Expansion of Proposed Commercial Colony of area measuring 7.44375 Acres in sector-74, Gurgaon","","Delisted","TOR",NA
"339","SIA/HR/MIS/77517/2022","SEIAA/HR/2022/194","Proposed ""Residential Plotted Colony"" over a land area measuring 34.229 acres in the revenue estate","DLF HOMES PANCHKULA PRIVATE LIMITED","TOR GRANTED","TOR",NA
"340","SIA/HR/MIS/47508/2019","SEIAA/HR/19/229 hard copy to be submitted","proposed 2 MLD CETP based on Extended Aeration System","HSIIDC LTD","TOR Granted","TOR",NA
"341","SIA/HR/MIN/400894/2022","SEIAA/HR/2022/261","Kharkhari Sohan Stone Mining (Total area is 5.32 Ha. and Mineable area is 4.62 Ha)”.","KARTIK RATHI","TOR GRANTED","TOR",NA
"342","SIA/HR/MIN/41014/2019","SEIAA/HR/19/192","Mining of“ Sand” (Minor Mineral) at Naggal Block/PKL/B15 in the  River bed of   Dudhgarh ki Nadi ,Village- Naggal, Tehsil- Panchkula, District – Panchkula, Haryana","M/S R M SECURE SERVICES PVT.LTD","TOR Granted","TOR",NA
"343","SIA/HR/MIS/78846/2022","SEIAA/HR/2022/216","Shopping/Commercial Building on 32.36 acres (DLF Downtown formally known as Mall of India) to 36.36 acres at Sector 25A, Gurugram, Haryana","DLF LIMITED","TOR GRANTED","TOR",NA
"344","SIA/HR/MIS/78164/2022","SEIAA/HR/2022/205","Expansion of Commercial Project “Landmark Mall”, Sector- 66, Gurugram, Haryana by M/s Landmark Apartments Pvt. Ltd.","LANDMARK APARTMENTS PRIVATE LIMITED","TOR Granted","TOR",NA
"345","SIA/HR/MIS/69833/2021","File No. SEIAA/HR/2021/488","Proposed Residential Plotted Colony Under Ddjay Scheme On Land Measuring 30.24375 Acres Situated In The Revenue Estate Of Village Ghata, Sector-58, Gurugram, Haryana","M/S BEQUEATH INFRASTRUCTURE PRIVATE LIMITED","TOR Granted","TOR",NA
"346","SIA/HR/NCP/17265/2016","To be assigned","Raheja Vanya Sector 99 Gurgaon Haryana","RAHEJA DEVELOPERS LTD.","Delisted","TOR",NA
"347","SIA/HR/MIS/34981/2019","SEIAA/HR/19/140","Up-gradation of 5 MLD CETP to 10 MLD","HSIIDC","TOR Granted","TOR",NA
"348","SIA/HR/MIN/21427/2017","SEIAA/HR/MIN/18/173 dated 08.01.2018. Please submi","Bakhrija Stone Mining Project, Plot  No 03","MS NIMAWAT GRANITE PVT LTD","TOR Granted - Processed offline","TOR",NA
"349","SIA/HR/MIS/69653/2021","SEIAA/HR/2021/480","Warehouse Development at Plot No 1, Warehousing & Transport Hub in village, Patli Hazipur, Tehsil Farukhnagar in Industrial Model Township of Manesar, Gurgaon, Haryana by M/s Instakart Services Pvt Ltd.","INSTAKART SERVICES PRIVATE LIMITED","TOR GRANTED","TOR",NA
"350","SIA/HR/IND1/411161/2023","SEIAA/HR/2023/298","Expansion of Manufacturing Capacity of Avtar Steel Limited  Unit – IV from 29600 MTPA to 80000 MTPA","AVTAR STEEL LIMITED","TOR GRANTED","TOR",NA
"351","SIA/HR/INFRA2/414575/2023","SEIAA/HR/2023/305","Expansion of Environmental Clearance for Shopping/Commercial Building on 32.36 acres (DLF Downtown formally known as Mall of India) at Sector 25A, Gurugram, Haryana","M/S DLF LIMITED  & OTHERS","TOR GRANTED","TOR",NA
"352","SIA/HR/IND1/426179/2023","SEIAA/HR/2023/334","JNB Steel Industries Pvt. Ltd. [Unit 2] at Raipur Road, Hisar, Haryana","JNB STEEL INDUSTRIES PRIVATE LIMITED","TOR GRANTED","TOR",NA
"353","SIA/HR/IND1/428203/2023","SEIAA/HR/2023/341","Jindal Supreme (India) Private Limited at 9th Km, O. P. Jindal Marg, Hisar, Haryana -125006","JINDAL SUPREME (INDIA) PRIVATE LIMITED","TOR GRANTED","TOR",NA
"354","SIA/HR/INFRA2/428798/2023","SEIAA/HR/2023/340","Expansion of IT Park/Unit (Under Violation) at Village Dundahera, Sector – 19, Gurugram, Haryana by M/s Pursarth Infrastructures Pvt. Ltd.","PURSARTH INFRASTRUCTURES PRIVATE LIMITED","Agenda Uploaded by SEAC","TOR",NA
"355","SIA/HR/IND1/427136/2023","SEIAA/HR/2023/342","Regularization of existing Cold Rolling Mill for Production of 16,010 TPA of Copper and Copper Alloy Products by M/s Agrawal Metal Works Pvt. Ltd. at Jhajjar Road, District: Rewari,  State: Haryana 123401","AGRAWAL METAL WORKS PVT LIMITED","TOR GRANTED","TOR",NA
"356","SIA/HR/MIN/421698/2023","","Environment Clearance for Mining of Stone with 20,01,000 TPA production capacity over an area of 10.72 Ha. located at Village - Amarpur Jorasi, Tehsil - Narnaul, District- Mahendragarh, State- Haryana.","RM SECURE SERVICES PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"357","SIA/HR/IND1/424752/2023","SEIAA/HR/2023/329","Manufacturing of CRCA sheets and Steel Pipes by Prompt Enterprises PVT Ltd at Village Dhatir & Dudhola, Palwal","PROMPT ENTERPRISES PRIVATE LIMITED","TOR GRANTED","TOR",NA
"358","SIA/HR/IND1/424767/2023","SEIAA/HR/2023/330","JSW Steel Coated Product Ltd (Cold Rolling Division) Bawal Works","JSW STEEL COATED PRODUCTS LIMITED","TOR GRANTED","TOR",NA
"359","SIA/HR/INFRA2/428718/2023","","Proposed Residential Colony under NILP Policy over an area measuring 251.90625 acres in the revenue estate of village Kabri and Taraf lnsar, Sector-36 & 38, Distt Panipat, Haryana","UTTIRNA INFRAPROJECTS PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"360","SIA/HR/MIS/82897/2022","SEIAA/HR/2022/245","Commercial Colony","VICTORY INFRAEDGE PRIVATE LIMITED","TOR Granted","TOR",NA
"361","SIA/HR/MIN/418873/2023","SEIAA/HR/2023/321","Environment Clearance for expansion of Mining of Sand (Minor Mineral) from the Riverbed of Yamuna River in MT Karhera Block (YNR B-13) with 28,50,000 MT/ year production (Production increased from 21.0 Lacs to 28.5 Lacs TPA) over an area of 67.79 ha located at Village MT Karhera, Tehsil Radaur & District Yamuna Nagar and State Haryana","KAWALJEET SINGH BATRA","TOR Granted","TOR",NA
"362","SIA/HR/MIN/418823/2023","SEIAA/HR/2023/315","Proposed Sand Mining project at Village Nabiabad and Jabti Chhapra, Tehsil & District: Karnal, State : Haryana (Mining lease area:  61.89 ha ), with Production capacity 1881000 TPA by M/s Darsh Minerals Private Limited through Gurpreet Singh Sabharwal","DARSH MINERALS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"363","SIA/HR/MIN/418133/2023","SEIAA/HR/2023/312","Mining of Sand (Minor Mineral) from the Riverbed of Markanda River in Gadauli-Ambli Block (BGS) with 15,00,000 MT/ year production over an area of 39.636 ha located at Village Gadauli-Ambli, Tehsil Naraingarh, District Ambala & State Haryana","RAJENDER BANSAL AND SONS HUF","TOR GRANTED","TOR",NA
"364","SIA/HR/INFRA2/421156/2023","","Expansion of Commercial Project “AIPL Joy Street” at Sector 66, Gurugram, Haryana By M/s Landmark Apartments Pvt. Ltd.","LANDMARK APARTMENTS PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"365","SIA/HR/INFRA2/421526/2023","SEIAA/HR/2023/323","Proposed Residential Colony under NILP on land measuring 53.3833 Acres in the revenue estate of village-Naurangpur, Sector-79 & 79B, Gurugram, Haryana","LOON LAND DEVELOPMENT LIMITED","TOR GRANTED","TOR",NA
"366","SIA/HR/MIN/421271/2023","SEIAA/HR/2023/322","Mining of Boulder ,Gravel and Sand in Toka Hamidpur Block over an area of 247 Acres In District Ambala ,Haryana","R. M. MINES AND INFRA PRIVATE LIMITED","TOR GRANTED","TOR",NA
"367","SIA/HR/INFRA2/415618/2023","","Expansion cum modification of IT Park/ Cyber Park named as “AIPL AUTOGRAPH” at Sector-66, Village- Maidawas, Gurugram by  M/s Advance India Projects Limited (Formerly M/s Gupta Promoters Pvt. Ltd).","ADVANCE INDIA PROJECTS LIMITED","Under examination of SEIAA","TOR",NA
"368","SIA/HR/IND1/422269/2023","SEIAA/HR/2023/328","JNB STEEL INDUSTRIES PVT LTD [UNIT 3] at Village – Mirzapur, Hisar, Haryana.","JNB STEEL INDUSTRIES PRIVATE LIMITED","TOR GRANTED","TOR",NA
