"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"12973",1,"SIA/RJ/MIN/58642/2016","","Sandstone Mining Project (M.L. No. 02/95, M.L. Area- 4.285  ha), Near Village- Sirrond, Tehsil– Roopbas, District–Bharatpur  (Rajasthan)","ASHWANI GUPTA","Under examination of SEIAA - Processed offline","EC",NA
"12974",2,"SIA/RJ/MIN/41851/2016","","Proposed Tilon Ka Kheda Masonary Stone Mine Project (56250 TPA), M.L. No. 93/2007, ML Area 1.0 ha, Near Village: Tilo Ka Khera, Tehsil & Distt. Bhilwara, Bhilwara (Raj.)","RAFIC MOHAMMED","Under examination of SEIAA - Processed offline","EC",NA
"12975",4,"SIA/RJ/MIN/50615/2016","F/SEIAA/OLRJEC/2016/3852","QL. NO. 465 PABUMAGRA SANDSTONE","UDAIPUR MIN TECH  PVT  LTD","Under examination of SEIAA - Processed offline","EC",NA
"12976",8,"SIA/RJ/MIN/229780/2021","17482","Shri Ratanlal Suwalka, Maylapoliya Phyllite Schist Mining Project (M.L. No.- 39/2000)","SHRI RATAN LAL SUWALKA","Delisted","EC",NA
"12977",4,"SIA/RJ/MIN/40831/2016","","KACHRIYA KHEDI-C LIMESTONE KHANDA FARSI Q.L. AERA (PLOT NO.-D-31)","GOPAL PURI","Under examination of SEIAA - Processed offline","EC",NA
"12978",7,"SIA/RJ/MIN/42281/2019","12614","Shri Arjun Kumar Meena, Bhuti Sand Stone Mining Project (Q.L. No. – 10/2019)","ARJUN KUMAR MEENA","EC Granted - Processed offline","EC",NA
"12979",1,"SIA/RJ/MIN/69158/2020","17648","Diri Granite Cluster Mining Project,  Applied Area-2.4872 ha and Cluster Area- 20.4872 ha  of Sh. Lokendra Sharma","LOKENDRA SHARMA","EC Granted","EC",NA
"12980",7,"SIA/RJ/MIN/54964/2016","","SANDSTONE MINING PROJECT (Q.L. No. 135)
KALORE OLD QUARRY BOUNDARY","RUP SINGH","Under examination of SEIAA - Processed offline","EC",NA
"12981",8,"SIA/RJ/MIN/55735/2016","","Seliberi Masonry Stone Mine 
(ML No.: 12/2011)","SELI BERI MASONRY STONE MINE","Under examination of SEIAA - Processed offline","EC",NA
"12982",1,"SIA/RJ/MIN/39281/2016","","Shitla Ka Chora Patti Katla Quarry Licence Area (Q.L. No-133)","SH ASHOK KUMAR KANCHAL","Under examination of SEIAA - Processed offline","EC",NA
"12983",2,"SIA/RJ/MIN/39301/2016","","Sawa old QL area (plot no 307)","GANPAT LAL","Under examination of SEIAA - Processed offline","EC",NA
"12984",3,"SIA/RJ/MIN/39354/2016","","Proposed Masonry Stone Mining project at ML NO. 475/2004,Village- Ghatri, Tehsil- Weir, District-
Bharatpur, State- Rajasthan","SMT KALPNA SHARMA","Under examination of SEIAA - Processed offline","EC",NA
"12985",9,"SIA/RJ/MIN/194342/2021","14993","Tavab Granite Mining Project","SHRI DANA RAM S/O SHRI RAMU RAM JAT","EC Granted - Processed offline","EC",NA
"12986",10,"SIA/RJ/MIS/138446/2020","432","Construction of passenger ropeway from Annapurna Temple to Mata Vaishnav Devi Temple Khole ke Hanumanji ,Distt.Jaipur","ROK INNOVATON PVT LTD","Delisted","EC",NA
"12987",1,"SIA/RJ/MIN/68042/2021","16146","Cluster “Bagjana, Raghunathpura, Gordhanpura, Ruppura & Kunwar” Granite Mine Project,  Total Cluster area-53.4839 Hectare, Total Applied area-1.6962 Hectare, M.L No-82/2020  in favor of M/S Nanak Marble Pvt. Ltd.","M/S NANAK MARBLES PVT. LTD.","EC Granted","EC",NA
"12988",2,"SIA/RJ/MIN/38066/2016","","Pipli Ahiran Marble Mining Project","JHANGID MARBLE","TransferToDEIAA","EC",NA
"12989",3,"SIA/RJ/MIN/37889/2016","","bansra soapstone mining project.","SMT SUGAN JAIN","TransferToDEIAA","EC",NA
"12990",4,"SIA/RJ/MIN/38642/2016","","Kishanpura Masonry Stone 
(M.L.No. 217/2006 )","SMT URMILA SHARMA","TransferToDEIAA","EC",NA
"12991",5,"SIA/RJ/MIN/40709/2016","","Marble Mining Project (M.L. No. 18/97), M.l. Area- 1.0 by Shri Hasmukh Lal Jain","HASMUKH LAL JAIN","Under examination of SEIAA - Processed offline","EC",NA
"12992",8,"SIA/RJ/MIN/74870/2018","","Ulaheri Masonary Stone Mine Project M.L. No. 74/1998","SHRI CHANDRA PRAKASH JAIN","Under examination of SEIAA - Processed offline","EC",NA
"12993",9,"SIA/RJ/MIN/204862/2021","15236","Environmental Clearance for “Ball Clay, Silica Sand, & Murrum Mining Project” (ML Area-3.9892 ha. and Ref No.-20201000023951) with production capacity of 3,85,580 TPA (ROM) located at N/v-Deh, Tehsil-Kolayat, Distt.-Bikaner, (Rajasthan) by M/s. RSC M","M/S. RSC MINES & MINERALS","EC Granted - Processed offline","EC",NA
"12994",10,"SIA/RJ/MIN/205000/2021","15304","Limestone (Flooring) Mine, ML No, 587/2010","BARKAT ALI KHAN","EC Granted - Processed offline","EC",NA
"12995",1,"SIA/RJ/MIN/266911/2022","16641","Granite Mine Mining Project (Lease Area 3.00 ha and ML No.- 98/2003) with production capacity of 1,64,528 TPA located Near Village - Lakha, Tehsil- Fatehgarh , District – Jaisalmer (Rajasthan)  by Smt. Shardha jain D/o Shri Rajiv Jain.","SHRADDHA JAIN","Rejection Letter Granted","EC",NA
"12996",7,"SIA/RJ/MIN/184056/2020","14667","M/S Maa Dadhimati Stone Parana Sand Stone Mining Project  (M. L. No.-789/1992)","M/S MAA DADHIMATI STONE","EC Granted - Processed offline","EC",NA
"12997",1,"SIA/RJ/MIN/56420/2016","","BALESAR SANDSTONE MINING PROJECT QL No 73
(Bhalu - A Quarry Boundary)","KOYALIDEVI BHALUA","Under examination of SEIAA - Processed offline","EC",NA
"12998",2,"SIA/RJ/MIN/56428/2016","","BALESAR SANDSTONE MINING PROJECT QL No 615
(Somanada Quarry Boundary)","NEMARAM SOMANADA","Under examination of SEIAA - Processed offline","EC",NA
"12999",3,"SIA/RJ/MIN/56429/2016","","BALESAR SANDSTONE MINING PROJECT QL No 713
(Somanada Quarry Boundary)","HUKAMSINGH SOMANADA","Under examination of SEIAA - Processed offline","EC",NA
"13000",4,"SIA/RJ/MIN/56445/2016","","Kalyanpura Masonary Stone Mine
M.L. No. 40/2010","SHRI ANIL KUMAR KASANA","Under examination of SEIAA - Processed offline","EC",NA
"13001",7,"SIA/RJ/MIN/56522/2016","","SANDSTONE MINING PROJECT QL No 55
Setrawa Quarry Boundary","SHRI SHYAM SUNDER","Under examination of SEIAA - Processed offline","EC",NA
"13002",6,"SIA/RJ/IND3/234804/2021","629","PROPOSED API MANUFACTURING PLANT OF 1800 TPA CAPACITY by BY M/S SAFECON PHARMACHEMIE","M/S SAFECON PHARMACHEMIE","EC Granted","EC",NA
"13003",7,"SIA/RJ/MIN/275674/2022","17010","Granite (Minor Mineral) Mining Project”, M.L. No. 10/2022, Area-2.2249 ha. located at N/v: Anjana, Tehsil- Deogarh, District- Rajsamand (Rajasthan) by M/s Mahaveer Minerals","MAHAVEER MINERALS","EC Granted","EC",NA
"13004",8,"SIA/RJ/MIN/71949/2021","17069","Sandstone & inclusion of Masonry Stone (Minor Mineral) Mining Project [Under violation] with Expansion in production capacity from 50,000 TPA to 3,33,310 TPA (ROM) ) {Saleable Mineral-2,99,979 TPA [Soapstone-1,19,992 TPA (i.e. Khareda- 65996 TPA, DDT-23,998 TPA & Paper-29,998 TPA), Masonry Stone-1,79,987 TPA] & Waste-33,331 TPA} along with proposed Crusher Plant of 500 TPD, M.L. No. 06/1978, 03/98-R, Area-4.80 ha., located at village Bokhala Ki Pal, Tehsil- Bichhawara, District-Dungarpur (Rajast","VINOD JAIN","Under examination of SEIAA after SEAC","EC",NA
"13005",9,"SIA/RJ/MIN/71974/2021","16368","Cluster No-48 “Kekri & Nayaki” Granite & Masonry Stone Mine, M.L. NO. 53/2020, Near village- Kekri & Nayaki, Tehsil- Kekri, District- Ajmer, Rajasthan.","SHRI VINOD KUMAR SHEVKARAMANI","EC Granted","EC",NA
"13006",4,"SIA/RJ/MIN/51145/2016","","SALARMALA Q.L. AREA PLOT NO.-D-98","BHERU LAL","Under examination of SEIAA - Processed offline","EC",NA
"13007",8,"SIA/RJ/MIN/54503/2016","","SANDSTONE MINING PROJECT (Q.L. No. 17)
(SETRAWA QUARRY BOUNDARY)","SHRI ABDUL RASHID","Under examination of SEIAA - Processed offline","EC",NA
"13008",10,"SIA/RJ/MIN/55092/2016","","BALESAR SANDSTONE MINING PROJECT (QL No 603) Somanada Quarry Boundary","SUGARA","WithdrawEC","EC",NA
"13009",3,"SIA/RJ/MIS/211024/2021","573","Proposed Affordable Housing Project “Triveni Homes”under provision 3A of CMJAY 2015 at Khasra No. 1293, 1300, 1302, 1303, Total Plot Area-16480.67 Sq.m. (Built-up-area-30139.50 sq.m.), Opp. All Saint School, Alwar Road, Near Village-Mithiyawas, Tehsi","M/S TRIVENI GARDEN PVT. LTD.","EC Granted - Processed offline","EC",NA
"13010",4,"SIA/RJ/MIN/211368/2021","15392","M/s Shree Ji Stonex, Udaipurkhurd Masonary Stone Mining Project (M.L. No. 22/2020)","M/S SHREE JI STONEX","EC Granted - Processed offline","EC",NA
"13011",5,"SIA/RJ/MIN/56932/2016","","Samodi masonary stone mining project ML. No.-591/1990 Area-1.0ha","VIRAT STONE","Under examination of SEIAA - Processed offline","EC",NA
"13012",9,"SIA/RJ/MIN/225838/2021","15761","Limestone (Burning)  Mining Project, Area-4.2798Ha., M.L. No- 118/1995,N/v- Khojon Ki Dhani, Tehsil- Bilara, Distt.- Jodhpur, M/s Jai  Shree Ram Limes","M/S JAI SHREE RAM LIMES","EC Granted","EC",NA
"13013",10,"SIA/RJ/MIN/225914/2021","16030","RAMPURA DABLA PICHOLIYA MASONARY STONE MINE (PLOT NO. 81)","SHRI PUNEET JAIN","EC Granted","EC",NA
"13014",3,"SIA/RJ/MIN/128275/2019","13119","Masonry stone Mining Project","SHRI JANA RAM","EC Granted - Processed offline","EC",NA
"13015",4,"SIA/RJ/MIN/133207/2019","13427","China Clay Mining Project (M.L. No..-53/2018, Area –1.3903 Ha.) with Production capacity is 50287.5 TPA(ROM){Saleable Mineral-45258.75 TPA & Waste- 5028.75 TPA}, N/v- Borwa, Tehsil- Jayal & District-","SH. LABHKAMNA ANIL BHAI","EC Granted - Processed offline","EC",NA
"13016",7,"SIA/RJ/MIN/41038/2019","12276","Kothra Masonary Stone Mine Project (Ref. No. 201810000594)","SHRI HEMANT  SHARMA & SHRI ASHOK KUMAR AGARWAL","EC Granted - Processed offline","EC",NA
"13017",1,"SIA/RJ/MIN/55250/2016","","QL No.- 518, Somanada","GANPAT RAMJI","Under examination of SEIAA - Processed offline","EC",NA
"13018",5,"SIA/RJ/MIN/56776/2016","","Salariya Khurd Quatrz & Feldspar Mining Project (M.L. No.-218/13)","SUNDEEP SISODIYA","Under examination of SEIAA - Processed offline","EC",NA
"13019",6,"SIA/RJ/MIN/165515/2020","","Masonry Stone Mining Project","M/S ABDUL MAJID & HARLAL","Delisted","EC",NA
"13020",7,"SIA/RJ/MIN/54602/2016","","SANDSTONE MINING PROJECT (Q.L. No. 24)","SMT PURANO DEVI","Under examination of SEIAA - Processed offline","EC",NA
"13021",8,"SIA/RJ/MIN/69084/2020","","M/S ALCHEMY STONE INDIA, PLOT NO. 27, M.L. NO. 31/2018, AREA-1.0 HA., PRODUCTION CAPACITY 100000 TPA (ROM) (SALABLE -90000 TPA & WASTE 10000 TPA), MASONRY STONE MINING PROJECT IN CLUSTER, TOTAL CLUSTER AREA 39.0 HA. (39 MINING LEASES), CLUSTER PRODUCTION CAPACITY-3571784 TPA (ROM), N/V-DHAL, TEHSIL-NASIRABAD, DISTRICT AJMER (RAJ.)","M/S ALCHEMY STONES INDIA","Delisted","EC",NA
"13022",4,"SIA/RJ/MIN/229561/2021","","Proposed Project of Sand Stone Mining Project (  ML Area 1.0 ha and Plot No.- 33 ) with production capacity of 1,00,178 TPA located Near Kasti , Tehsil- Baori , District – Jodhpur (Rajasthan) by Shri Anil Jangid S/o Sh. Om Prakash Jangid","SH. ANIL JANGID S/O SH. OM PRAKASH JANGID","Delisted","EC",NA
"13023",5,"SIA/RJ/MIN/207356/2021","15319","“Sandstone (Minor Mineral) Mining Project” (Plot No.-16, Area-1.0 Ha.) with Production capacity -60625 TPA (ROM) {Saleable Mineral-42437.5 TPA & Waste-18187.5TPA} at Near village – Khatu Kalan, Tehsil– Jayal, District– Nagaur  (Rajasthan) by M/s Beni","M/S BENIWAL CONSTRUCTION COMPANY PVT.LTD","EC Granted","EC",NA
"13024",7,"SIA/RJ/MIN/225600/2021","15862","Masonry Stone Mining Project (Area 1.5457 ha and Reference No- 20201000030823) with production capacity of 109500 TPA (ROM) located Near village- Chainpura Kallan, Tehsil- Phalodi, Distt- Jodhpur (Rajasthan) by Shri Dushyant Kumar Goyal S/o Shri Jagd","DUSHYANT KUMAR GOYAL S/O SHRI JAGDISH CHANDRA GOYAL","EC Granted","EC",NA
"13025",5,"SIA/RJ/MIN/57947/2016","","sand stone minning project
ML No-01-1998
near village-Makanpur,tehsil-&dist.-Karauli(Raj)
Area-9.19Hect.
Applicant- Narayan Singh","NARAYANSINGH","WithdrawEC","EC",NA
"13026",9,"SIA/RJ/MIN/40952/2016","","NARELA Q.L. AERA PLOT NO.-483","KALU LAL","Under examination of SEIAA - Processed offline","EC",NA
"13027",10,"SIA/RJ/MIN/41008/2016","","Jhalra Masonary Stone Mine (M.L.No-59/2003)","SHRI JITENDRA SINGH","TransferToDEIAA","EC",NA
"13028",1,"SIA/RJ/MIN/42381/2019","12503","Masonary Stone","SH KESHARI SINGH CHOUHAN","EC Granted - Processed offline","EC",NA
"13029",4,"SIA/RJ/MIN/39506/2016","","MANPURA OLD LIMESTONE KHANDA FARSI (PLOT NO.-77)","FARID KHAN","Under examination of SEIAA - Processed offline","EC",NA
"13030",5,"SIA/RJ/MIN/39881/2016","","Proposed Manonary Stone Mine, M.l.no 288/2002","DEVI SINGH JI","TransferToDEIAA","EC",NA
"13031",3,"SIA/RJ/MIN/258557/2022","17158","Avadi Bhim Ji Feldspar & Masonry Stone Mining Project, Ref No 20211000041489","SILICA SYNDICATE LLP","EC Granted","EC",NA
"13032",4,"SIA/RJ/MIN/259784/2022","16533","Granite Mining Project”, M.L. No. 64/2021, Ref. No. 20211000046450”","SHRI MARUTINANDAN GRANITE","EC Granted","EC",NA
"13033",9,"SIA/RJ/MIN/255247/2022","16141","Jadri Granite Applied ML Area (Ref. No.: 20211000041224)","SUNIL GARG","EC Granted","EC",NA
"13034",10,"SIA/RJ/MIN/256102/2022","16211","Marble Quarry Mine (Minor Mineral) Mining Project” (Q.L.No.-58), Area-88*30.8 Feet ( 0.02507Ha.)  with Production capacity -1300 TPA (ROM) {Saleable Mineral -1040 TPA & Waste-260 TPA}  located Near village –Kalanada Range Makrana, Tehsil– Makrana, Di","MUKHTAR AHMED","EC Granted","EC",NA
"13035",1,"SIA/RJ/MIN/204787/2021","15262","“Sandstone (Minor Mineral) Mining Project” [Q.L. No.-2] at Near Village-Khatu Kalan, Tehsil– Jayal, District – Nagaur(Rajasthan) over an area of 1.0 Hectare  with proposed Production Capacity of 41125  TPA (ROM) by M/s Paramount Mines & Minerals.","M/S PARAMOUNT MINES & MINERALS","EC Granted - Processed offline","EC",NA
"13036",4,"SIA/RJ/MIN/242849/2021","","M/s Arihant Granite, Bachhera Granite Mining Project (Ref. No.- 20211000032637)","M/S ARIHANT GRANITE","WithdrawEC","EC",NA
"13037",3,"SIA/RJ/MIN/55019/2016","","Masonary Stone Mining Project, Name- Ms Sidhi Vinayak Associates, M.l. No. 54/1998, Area :- 1.00 Hect.","MS SIDDHI VINAYAK ASSOCIATED","Under examination of SEIAA - Processed offline","EC",NA
"13038",4,"SIA/RJ/MIN/56403/2016","","MASONRY STONE MINING PROJECT M.L. NO.-62/06","SUDHIR KUMAR AGARWAL","Under examination of SEIAA - Processed offline","EC",NA
"13039",5,"SIA/RJ/IND2/64322/2020","616","Dye Manufacturing & Formulation Unit","HIND CHEMICAL INDUSTRIES","EC Granted","EC",NA
"13040",6,"SIA/RJ/MIN/217508/2021","15510","M/s GR Infraproject Limited, Bambuliya Ghata Masonary Stone STP Project (Ref. No.20211000032833)","M/S G.R. INFRAPROJECTS LIMITED","EC Granted","EC",NA
"13041",8,"SIA/RJ/MIN/203660/2021","15159","Environmental Clearance for “Bajri, kankar, Ball Clay, Silica Sand, Gravel & Murrum Mining Project” (ML Area-3.9673 ha. and Ref No.-20201000016832) with production capacity of 4,50,650 TPA (ROM) located at N/v-Samorkhi, Tehsil-Kolayat, Distt.-Bikaner","SH. SUBASH PAREEK S/O SH. BHANWAR LAL, SH. BHURA RAM S/O SH. OMPRAKASH","Delisted","EC",NA
"13042",9,"SIA/RJ/MIN/203675/2021","15227","M/s Samyak Granite Mines & Minerals, Ghatiyali Granite Mining Project (Ref. No. 20201000024726)","M/S SAMYAK GRANITE MINES & MINERALS","EC Granted - Processed offline","EC",NA
"13043",9,"SIA/RJ/MIN/75948/2018","","Quartz, Feldspar & Mica Mining Project (ML No. 37/96(R), ML area 24.17 hectares) 
Near Village: Gujarwara, Tehsil: Kishangarh, District: Ajmer, Rajasthan
M/s Mining & Mineral Ind.
(Prop. Sh. Arvind Kumar Sethi S/o Sh. Hukum Chand Sethi)","MINING AND MINERALS INDUSTRY","Under examination of SEIAA - Processed offline","EC",NA
"13044",4,"SIA/RJ/MIN/38929/2016","","Umathi Marble Mine (ML No.65/1993)","SUBHASH KOTHARI","Under examination of SEIAA - Processed offline","EC",NA
"13045",5,"SIA/RJ/MIN/39053/2016","","Masonry Stone Mining
Lessee- Lata Gangwal
Area- 1.00 hect, Ml no.- 92/04","LATA GANGWAL","TransferToDEIAA","EC",NA
"13046",6,"SIA/RJ/MIN/36757/2019","11909","nagani granite applied ml (ref 2018100001626)","SHIV SHAKTI STONES","EC Granted - Processed offline","EC",NA
"13047",7,"SIA/RJ/MIN/36819/2019","12234","sugaliya jodha rhyolite mine","SH MAHENDRA PAL SINGH","EC Granted - Processed offline","EC",NA
"13048",9,"SIA/RJ/MIN/34130/2015","F/SEIAA/OLRJEC/2016/30","Masomry stone Mining Project","SMT ASHALATALA","TransferToDEIAA","EC",NA
"13049",10,"SIA/RJ/MIN/159913/2020","14010","STP Masonry Stone Mining Project (M.L. Area 0.96 ha and Reference No- 20191000011507) with production capacity of 34706 TPA (ROM) located Near village- Hajisagar, Tehsil- Bapini, Distt- Jodhpur ( Raja","M/S. NKC PROJECTS PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"13050",1,"SIA/RJ/MIN/43421/2019","12740","Bhetala Granite Mine","SH SHIV KUMAR","EC Granted - Processed offline","EC",NA
"13051",2,"SIA/RJ/MIN/44095/2019","12774","Bajri Mining Project, (Ref. No. 2019100004100)","TEJA   RAM","EC Granted - Processed offline","EC",NA
"13052",10,"SIA/RJ/MIN/226962/2021","15853","Proposed Project of Ball Clay Mining Project (ML Area-3.4605Ha and Ref. No. 20211000032539) with Production Capacity-30,8000 TPA, N/v- Deh, Tehsil–Kolayat, District-Bikaner, (Rajasthan) By M/S. Shree Mines & Minerals.","MINES & MINERALS","EC Granted","EC",NA
"13053",5,"SIA/RJ/MIN/200548/2021","15083","Shri Hari Ram Jat, Tangla China Clay Mining Project (Ref. No.-20201000030540)","SHRI HARI RAM JAT","EC Granted - Processed offline","EC",NA
"13054",3,"SIA/RJ/MIN/135547/2020","13960","Sh. Virendra Singh, Sanpur Granite Mine,  ML No.- 31/2019 & Ref. No.- 20191000011277","SH. VIRENDRA SINGH","EC Granted - Processed offline","EC",NA
"13055",5,"SIA/RJ/MIN/40920/2016","","TATER MALA Q.L. AERA (PLOT NO.-359)","MR KAILASH CHANDRA","Under examination of SEIAA - Processed offline","EC",NA
"13056",6,"SIA/RJ/MIN/36729/2015","","Masonry Stone Mining Project (M.L.No. 235/2004)","SHRI SURESH KUMAR AGRAWAL","Under examination of SEIAA - Processed offline","EC",NA
"13057",6,"SIA/RJ/MIN/132916/2019","13273","kharantiya bajri applied ML area (Ref No 20191000012193)","GEETA DEVI WO PRAKASH","Delisted","EC",NA
"13058",7,"SIA/RJ/MIN/132881/2019","13314","Masonary Stone Mining Project (Ref.No.-2019100005260, Area –1.0Ha.) with Production capacity is 31200 TPA(ROM){Saleable Mineral-29640 TPA & Waste- 1560 TPA}, N/v- Randhisar Naya Bas, Tehsil- Sujangarh","SH. VIJAY KUMAR MALI","EC Granted - Processed offline","EC",NA
"13059",8,"SIA/RJ/MIN/183025/2020","14577","M/s Brahmacharini Minings & Minerals Richhmaliya Granite Mining Project (M.L No- 10/2020 & Ref. No. 20201000022568)","M/S BRAHMACHARINI MININGS & MINERALS","EC Granted - Processed offline","EC",NA
"13060",1,"SIA/RJ/MIN/195551/2021","14944","Smt. Laxmi Kanwar, Kanwla Granite Mine,  M. L. No.– 373/02","SMT. LAXMI KANWAR","EC Granted - Processed offline","EC",NA
"13061",3,"SIA/RJ/MIN/133964/2019","13348","Granite Mineral Mining Project M.L.No. 10/2019 or Ref. No. 2019100004423, Area – 1.0032 Ha. Production capacity of mine: 100902 TPA (ROM) {Saleable Mineral 60540 TPA & Waste 40361 TPA} Near village –","SH. SHANKAR LAL REGAR","EC Granted - Processed offline","EC",NA
"13062",5,"SIA/RJ/MIN/197208/2021","14967","“Quartz Mining Project, M.L. No. 07/2020”","DHARMENDRA KALAL","EC Granted - Processed offline","EC",NA
"13063",6,"SIA/RJ/MIS/199676/2021","548","Govindam Commercial Hub","SHRI KRISHNA COTTON GINNING AND PRESSING FACTORY","EC Granted - Processed offline","EC",NA
"13064",7,"SIA/RJ/MIN/194758/2021","14862","Sulwara Granite, Quartz & Feldspar Applied ML Area (M.L. NO.: 42/2020, REF. NO.: 20201000018639, Khasra No.: 1176/1065) at Village- Sulwara, Tehsil- Asind, District- Bhilwara, State- Rajasthan, Area-1.5873Hect. in favor of Mr. Dhanaram Jat S/o Mr. Ne","MR. DHANARAM JAT","EC Granted","EC",NA
"13065",10,"SIA/RJ/MIN/56472/2016","","SANDSTONE MINING PROJECT(Q.L NO-181)KHUMAN","LAKHA RAM JII","Under examination of SEIAA - Processed offline","EC",NA
"13066",4,"SIA/RJ/MIN/34395/2015","F/SEIAA/OLRJEC/2016/73","Biramsar Masonary Stone Mine ( M.L.NO. 11/1991)","VISHWANATH SHARMA","TransferToDEIAA","EC",NA
"13067",5,"SIA/RJ/MIN/41594/2016","","Pawala Rajput Masonary Stone Mine
M.L. No. 17/1999","SHRI JAYNARAYAN","TransferToDEIAA","EC",NA
"13068",6,"SIA/RJ/MIN/232403/2021","16241","Kalwan Masonry Stone Mine Area. (Plot No.- 2/2020)","M/S HOON CONSTRUCTION COMPANY","EC Granted","EC",NA
"13069",8,"SIA/RJ/MIN/70571/2020","16398","SANDSTONE MINE AT VILLAGE- BADLI, TEHSIL & DISTRICT- JODHPUR","SHRI PUKHRAJ GAHLOT","EC Granted","EC",NA
"13070",8,"SIA/RJ/MIN/39040/2016","13663","BAHADURPUR SANDSTONE MINE 
M.L. NO. 213/2001","VISHNU CHAND SHARMA","Delisted","EC",NA
"13071",10,"SIA/RJ/MIN/136811/2020","13451","Bajri Mineral Mining Project (M.L.No.-   30/2019, Area –1.5132 Ha.) with Production capacity is 52081TPA(ROM), Near village – Alniyawas, Tehsil– Riyanbadi , District – Nagaur (Rajasthan) by  Sh. Chand","SH CHANDRA PRAKASH S/O SH GANPATRAM","Delisted","EC",NA
"13072",1,"SIA/RJ/MIN/54415/2016","","Kashipura Masonry Stone M. L. No. - 300/03","MAHESH CHAUDHARY","Under examination of SEIAA - Processed offline","EC",NA
"13073",2,"SIA/RJ/MIN/161256/2020","14021","Sh. Gama Ram, Mermandwara Granite Mine,  ML No.- 2/2020 & Ref. No.- 20201000016031","SH. GAMA RAM","EC Granted - Processed offline","EC",NA
"13074",3,"SIA/RJ/MIN/63054/2019","15474","ROOPPURA LIMESTONE (DIMENSIONAL) MINE","ABBAS  ALI","EC Granted","EC",NA
"13075",1,"SIA/RJ/MIN/52403/2016","","Masonary Stone Mine ( M L NO. 35/2014 )","BALAJI STONE","Under examination of SEIAA - Processed offline","EC",NA
"13076",7,"SIA/RJ/MIN/146597/2020","","Mesiya Sand(Bajri) Mining Project","SHRI BABULAL S/O SHRI RUPARAM","Delisted","EC",NA
"13077",5,"SIA/RJ/MIN/36776/2019","11911","idarla granite applied ml (ref 2018100001817)","SURESH KUMAR BHAI","EC Granted - Processed offline","EC",NA
"13078",6,"SIA/RJ/MIN/38703/2019","11932","Bajri Mining Project By Smt Kundan Kanwar, Reference No- 2019100004485","SMT KUNDAN KANWAR","EC Granted - Processed offline","EC",NA
"13079",7,"SIA/RJ/MIN/161268/2020","14022","Sh. Sarupa Ram, Mermandwara Granite Mine,  ML No.- 1/2020 & Ref. No.- 20201000016038","SH. SARUPA RAM","EC Granted - Processed offline","EC",NA
"13080",8,"SIA/RJ/MIN/164714/2020","14141","Sh. Manohar Lal Meena Nagani Granite Mine  Ref. No.-20201000018503","SH. MANOHAR LAL MEENA NAGANI GRANITE MINE  REF. NO.-20201000018503","EC Granted - Processed offline","EC",NA
"13081",9,"SIA/RJ/MIN/227617/2021","18712","Masonry Stone Mining Project (ML Area-1.00 ha. and M.L. No.- 305/03 with Enhancement in production capacity of 94221 TPA to 2,52,750 TPA (ROM) located Near Village- Mehara Jaatwas, Tehsil- Khetri, Distt- Jhunjhunu, (Rajasthan) by Sh. Ran Singh S/o. S","SHREE RAN SINGH","WithdrawEC","EC",NA
"13082",1,"SIA/RJ/MIN/35026/2015","","Proposed Masonry Stone Mining project at Khasra No. 105, M.L No. 11/2008,Village- Parasoli, Tehsil- Dudu (Mauzamabad),  District-  Jaipur, State- Rajasthan","AJAY GUPTA","TransferToDEIAA","EC",NA
"13083",2,"SIA/RJ/MIN/50113/2016","F/SEIAA/OLRJEC/2016/3778","Chandsen Masonry Stone Mine of M.L.No. 33/2000","SHRI YOGESH CHAND JOSHI","WithdrawEC","EC",NA
"13084",3,"SIA/RJ/MIN/53512/2016","","Bhauwa Serpentine Mine (M.L.No.48/2010)","MANOJ GARG","Under examination of SEIAA - Processed offline","EC",NA
"13085",6,"SIA/RJ/MIN/191433/2021","14785","JHALO KI MADAR GRANITE MINE (REF. NO. 20201000026270)","SHRI SHANKAR LAL  BHIL","EC Granted - Processed offline","EC",NA
"13086",7,"SIA/RJ/MIN/226066/2021","15750","Smt Laxmi Devi, Smt. Anita Devi & Shri Ajay Meena Rajpura Granite Mine project Ref. No. 20201000018911","SMT. LAXMI DEVI, SMT. ANITA DEVI, SHRI AJAY MEENA","Rejection Letter Granted","EC",NA
"13087",1,"SIA/RJ/MIN/229477/2021","","Proposed Project of Ball Clay and Bajri) Mining Project (ML Area 4.95 ha and Plot No-26) with production capacity of 322121 ROM located Near Village – Gangapura, Tehsil- Kolayat, Distt- Bikaner, (Rajasthan)  by Shri Chander Prakash Tanwar.","SH. CHANDER PRAKASH TANWAR S/O SH. RAMLAL TANWAR","Delisted","EC",NA
"13088",1,"SIA/RJ/MIN/54725/2016","","Masonry Stone Mining Project 
Shri Narendra Singh, M.L.No.- 54/2007, Area - 1.00 Ha. located N/v- Hudeel, Tehsil Nawa & District-Nagaur, Rajasthan.","NARENDRA","Under examination of SEIAA - Processed offline","EC",NA
"13089",2,"SIA/RJ/MIN/57078/2016","","LIMESTONE (BUILDING STONE) MINING PROJECT (M.L. NO. 95/08)","SHRI JAIDEEP SINGH ANAND","Under examination of SEIAA - Processed offline","EC",NA
