,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
2302,SIA/OR/MIN/412021/2022,SIA/OR/MIN/412021/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,SIA/OR/MIN/422043/2023,SIA/OR/MIN/422043/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,SIA/OR/IND2/28102/2018,SIA/OR/IND2/28102/2018,SIA/OR/IND2/28102/2018,SIA/OR/IND2/28102/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,SIA/OR/MIN/49908/2016,SIA/OR/MIN/49908/2016,SIA/OR/MIN/49908/2016,SIA/OR/MIN/49908/2016,SIA/OR/MIN/49908/2016,SIA/OR/MIN/49908/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,SIA/OR/MIN/50534/2016,SIA/OR/MIN/50534/2016,SIA/OR/MIN/50534/2016,SIA/OR/MIN/50534/2016,SIA/OR/MIN/50534/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,SIA/OR/MIN/48138/2016,SIA/OR/MIN/48138/2016,SIA/OR/MIN/48138/2016,SIA/OR/MIN/48138/2016,SIA/OR/MIN/48138/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,SIA/OR/MIN/63806/2017,SIA/OR/MIN/63806/2017,SIA/OR/MIN/63806/2017,SIA/OR/MIN/63806/2017,SIA/OR/MIN/63806/2017,SIA/OR/MIN/63806/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,SIA/OR/MIN/423617/2023,SIA/OR/MIN/423617/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,SIA/OR/MIN/419424/2023,SIA/OR/MIN/419424/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,SIA/OR/IND2/22722/2018,SIA/OR/IND2/22722/2018,SIA/OR/IND2/22722/2018,SIA/OR/IND2/22722/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,SIA/OR/MIN/413339/2023,SIA/OR/MIN/413339/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,SIA/OR/MIN/41075/2016,SIA/OR/MIN/41075/2016,SIA/OR/MIN/41075/2016,SIA/OR/MIN/41075/2016,SIA/OR/MIN/41075/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,SIA/OR/MIN/76098/2018,SIA/OR/MIN/76098/2018,SIA/OR/MIN/76098/2018,SIA/OR/MIN/76098/2018,SIA/OR/MIN/76098/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,SIA/OR/IND2/22730/2018,SIA/OR/IND2/22730/2018,SIA/OR/IND2/22730/2018,SIA/OR/IND2/22730/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,SIA/OR/MIN/71277/2017,SIA/OR/MIN/71277/2017,SIA/OR/MIN/71277/2017,SIA/OR/MIN/71277/2017,SIA/OR/MIN/71277/2017,SIA/OR/MIN/71277/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,SIA/OR/MIN/75066/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,SIA/OR/MIN/42235/2016,SIA/OR/MIN/42235/2016,SIA/OR/MIN/42235/2016,SIA/OR/MIN/42235/2016,SIA/OR/MIN/42235/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,SIA/OR/IND2/21626/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,SIA/OR/IND2/29167/2018,SIA/OR/IND2/29167/2018,SIA/OR/IND2/29167/2018,SIA/OR/IND2/29167/2018,SIA/OR/IND2/29167/2018,SIA/OR/IND2/29167/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,SIA/OR/IND2/20883/2017,SIA/OR/IND2/20883/2017,SIA/OR/IND2/20883/2017,SIA/OR/IND2/20883/2017,SIA/OR/IND2/20883/2017,SIA/OR/IND2/20883/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,SIA/OR/IND2/22046/2018,SIA/OR/IND2/22046/2018,SIA/OR/IND2/22046/2018,SIA/OR/IND2/22046/2018,SIA/OR/IND2/22046/2018,SIA/OR/IND2/22046/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,SIA/OR/NCP/71809/2017,SIA/OR/NCP/71809/2017,SIA/OR/NCP/71809/2017,SIA/OR/NCP/71809/2017,SIA/OR/NCP/71809/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,SIA/OR/MIN/60363/2016,SIA/OR/MIN/60363/2016,SIA/OR/MIN/60363/2016,SIA/OR/MIN/60363/2016,SIA/OR/MIN/60363/2016,SIA/OR/MIN/60363/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,SIA/OR/IND2/22327/2018,SIA/OR/IND2/22327/2018,SIA/OR/IND2/22327/2018,SIA/OR/IND2/22327/2018,SIA/OR/IND2/22327/2018,SIA/OR/IND2/22327/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,SIA/OR/IND2/28842/2018,SIA/OR/IND2/28842/2018,SIA/OR/IND2/28842/2018,SIA/OR/IND2/28842/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,SIA/OR/MIN/50814/2016,SIA/OR/MIN/50814/2016,SIA/OR/MIN/50814/2016,SIA/OR/MIN/50814/2016,SIA/OR/MIN/50814/2016,SIA/OR/MIN/50814/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,SIA/OR/MIN/403653/2022,SIA/OR/MIN/403653/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,SIA/OR/MIN/42975/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,SIA/OR/MIN/37745/2016,SIA/OR/MIN/37745/2016,SIA/OR/MIN/37745/2016,SIA/OR/MIN/37745/2016,SIA/OR/MIN/37745/2016,SIA/OR/MIN/37745/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,SIA/OR/MIN/417555/2023,SIA/OR/MIN/417555/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,SIA/OR/MIN/38645/2016,SIA/OR/MIN/38645/2016,SIA/OR/MIN/38645/2016,SIA/OR/MIN/38645/2016,SIA/OR/MIN/38645/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,SIA/OR/MIN/60465/2016,SIA/OR/MIN/60465/2016,SIA/OR/MIN/60465/2016,SIA/OR/MIN/60465/2016,SIA/OR/MIN/60465/2016,SIA/OR/MIN/60465/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,SIA/OR/MIN/37824/2016,SIA/OR/MIN/37824/2016,SIA/OR/MIN/37824/2016,SIA/OR/MIN/37824/2016,SIA/OR/MIN/37824/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,SIA/OR/MIN/422257/2023,SIA/OR/MIN/422257/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,SIA/OR/IND2/28819/2018,SIA/OR/IND2/28819/2018,SIA/OR/IND2/28819/2018,SIA/OR/IND2/28819/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,SIA/OR/INFRA2/403552/2022,SIA/OR/INFRA2/403552/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,SIA/OR/MIN/28491/2018,SIA/OR/MIN/28491/2018,SIA/OR/MIN/28491/2018,SIA/OR/MIN/28491/2018,SIA/OR/MIN/28491/2018,SIA/OR/MIN/28491/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,SIA/OR/MIN/411370/2022,SIA/OR/MIN/411370/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,SIA/OR/MIS/30292/2017,SIA/OR/MIS/30292/2017,SIA/OR/MIS/30292/2017,SIA/OR/MIS/30292/2017,SIA/OR/MIS/30292/2017,SIA/OR/MIS/30292/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,SIA/OR/IND2/27880/2018,SIA/OR/IND2/27880/2018,SIA/OR/IND2/27880/2018,SIA/OR/IND2/27880/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,SIA/OR/IND2/22319/2018,SIA/OR/IND2/22319/2018,SIA/OR/IND2/22319/2018,SIA/OR/IND2/22319/2018,SIA/OR/IND2/22319/2018,SIA/OR/IND2/22319/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,SIA/OR/MIN/425450/2023,SIA/OR/MIN/425450/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,SIA/OR/IND2/22545/2018,SIA/OR/IND2/22545/2018,SIA/OR/IND2/22545/2018,SIA/OR/IND2/22545/2018,SIA/OR/IND2/22545/2018,SIA/OR/IND2/22545/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,SIA/OR/IND2/23282/2018,SIA/OR/IND2/23282/2018,SIA/OR/IND2/23282/2018,SIA/OR/IND2/23282/2018,SIA/OR/IND2/23282/2018,SIA/OR/IND2/23282/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,SIA/OR/MIN/406165/2022,SIA/OR/MIN/406165/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,SIA/OR/MIN/402094/2022,SIA/OR/MIN/402094/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,SIA/OR/MIN/65547/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,SIA/OR/MIN/42356/2016,SIA/OR/MIN/42356/2016,SIA/OR/MIN/42356/2016,SIA/OR/MIN/42356/2016,SIA/OR/MIN/42356/2016,SIA/OR/MIN/42356/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,SIA/OR/MIN/404032/2022,SIA/OR/MIN/404032/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,SIA/OR/IND2/29206/2018,SIA/OR/IND2/29206/2018,SIA/OR/IND2/29206/2018,SIA/OR/IND2/29206/2018,SIA/OR/IND2/29206/2018,SIA/OR/IND2/29206/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,SIA/OR/MIN/411244/2022,SIA/OR/MIN/411244/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,SIA/OR/MIN/73560/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,SIA/OR/MIN/41120/2016,SIA/OR/MIN/41120/2016,SIA/OR/MIN/41120/2016,SIA/OR/MIN/41120/2016,SIA/OR/MIN/41120/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,SIA/OR/MIN/50656/2016,SIA/OR/MIN/50656/2016,SIA/OR/MIN/50656/2016,SIA/OR/MIN/50656/2016,SIA/OR/MIN/50656/2016,SIA/OR/MIN/50656/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,SIA/OR/IND2/23163/2018,SIA/OR/IND2/23163/2018,SIA/OR/IND2/23163/2018,SIA/OR/IND2/23163/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,SIA/OR/MIN/50816/2016,SIA/OR/MIN/50816/2016,SIA/OR/MIN/50816/2016,SIA/OR/MIN/50816/2016,SIA/OR/MIN/50816/2016,SIA/OR/MIN/50816/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,SIA/OR/MIN/403618/2022,SIA/OR/MIN/403618/2022,SIA/OR/MIN/403618/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,SIA/OR/NCP/77618/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,SIA/OR/MIN/414395/2023,SIA/OR/MIN/414395/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,SIA/OR/MIN/60767/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,SIA/OR/MIN/35201/2015,SIA/OR/MIN/35201/2015,SIA/OR/MIN/35201/2015,SIA/OR/MIN/35201/2015,SIA/OR/MIN/35201/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,SIA/OR/MIN/37937/2016,SIA/OR/MIN/37937/2016,SIA/OR/MIN/37937/2016,SIA/OR/MIN/37937/2016,SIA/OR/MIN/37937/2016,SIA/OR/MIN/37937/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,SIA/OR/MIN/39372/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,SIA/OR/MIN/421419/2023,SIA/OR/MIN/421419/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,SIA/OR/MIN/49873/2016,SIA/OR/MIN/49873/2016,SIA/OR/MIN/49873/2016,SIA/OR/MIN/49873/2016,SIA/OR/MIN/49873/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,SIA/OR/MIN/415872/2023,SIA/OR/MIN/415872/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,SIA/OR/INFRA2/423008/2023,SIA/OR/INFRA2/423008/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,SIA/OR/MIN/37818/2016,SIA/OR/MIN/37818/2016,SIA/OR/MIN/37818/2016,SIA/OR/MIN/37818/2016,SIA/OR/MIN/37818/2016,SIA/OR/MIN/37818/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,SIA/OR/MIN/42371/2016,SIA/OR/MIN/42371/2016,SIA/OR/MIN/42371/2016,SIA/OR/MIN/42371/2016,SIA/OR/MIN/42371/2016,SIA/OR/MIN/42371/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,SIA/OR/IND1/404248/2022,SIA/OR/IND1/404248/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,SIA/OR/MIN/409627/2022,SIA/OR/MIN/409627/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,SIA/OR/MIN/403230/2022,SIA/OR/MIN/403230/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,SIA/OR/MIN/409230/2022,SIA/OR/MIN/409230/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,SIA/OR/MIN/425695/2023,SIA/OR/MIN/425695/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,SIA/OR/IND2/24081/2018,SIA/OR/IND2/24081/2018,SIA/OR/IND2/24081/2018,SIA/OR/IND2/24081/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,SIA/OR/MIN/403909/2022,SIA/OR/MIN/403909/2022,SIA/OR/MIN/403909/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,SIA/OR/MIN/71163/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,SIA/OR/MIN/75555/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,SIA/OR/MIN/406639/2022,SIA/OR/MIN/406639/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,SIA/OR/MIN/17829/2013,SIA/OR/MIN/17829/2013,SIA/OR/MIN/17829/2013,SIA/OR/MIN/17829/2013,SIA/OR/MIN/17829/2013,SIA/OR/MIN/17829/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,SIA/OR/MIN/422488/2023,SIA/OR/MIN/422488/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,SIA/OR/MIN/41192/2016,SIA/OR/MIN/41192/2016,SIA/OR/MIN/41192/2016,SIA/OR/MIN/41192/2016,SIA/OR/MIN/41192/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,SIA/OR/MIN/65603/2017,SIA/OR/MIN/65603/2017,SIA/OR/MIN/65603/2017,SIA/OR/MIN/65603/2017,SIA/OR/MIN/65603/2017,SIA/OR/MIN/65603/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,SIA/OR/MIN/53083/2016,SIA/OR/MIN/53083/2016,SIA/OR/MIN/53083/2016,SIA/OR/MIN/53083/2016,SIA/OR/MIN/53083/2016,SIA/OR/MIN/53083/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,SIA/OR/MIN/64271/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,SIA/OR/IND2/26180/2018,SIA/OR/IND2/26180/2018,SIA/OR/IND2/26180/2018,SIA/OR/IND2/26180/2018,SIA/OR/IND2/26180/2018,SIA/OR/IND2/26180/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,SIA/OR/IND2/61634/2017,SIA/OR/IND2/61634/2017,SIA/OR/IND2/61634/2017,SIA/OR/IND2/61634/2017,SIA/OR/IND2/61634/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,SIA/OR/MIN/402663/2022,SIA/OR/MIN/402663/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,SIA/OR/MIN/41241/2016,SIA/OR/MIN/41241/2016,SIA/OR/MIN/41241/2016,SIA/OR/MIN/41241/2016,SIA/OR/MIN/41241/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,SIA/OR/MIN/69671/2017,SIA/OR/MIN/69671/2017,SIA/OR/MIN/69671/2017,SIA/OR/MIN/69671/2017,SIA/OR/MIN/69671/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,SIA/OR/IND2/25756/2018,SIA/OR/IND2/25756/2018,SIA/OR/IND2/25756/2018,SIA/OR/IND2/25756/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,SIA/OR/MIN/416336/2023,SIA/OR/MIN/416336/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,SIA/OR/IND2/20757/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,SIA/OR/MIN/404520/2022,SIA/OR/MIN/404520/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,SIA/OR/MIN/422858/2023,SIA/OR/MIN/422858/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,SIA/OR/IND2/21815/2018,SIA/OR/IND2/21815/2018,SIA/OR/IND2/21815/2018,SIA/OR/IND2/21815/2018,SIA/OR/IND2/21815/2018,SIA/OR/IND2/21815/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,SIA/OR/IND2/22665/2018,SIA/OR/IND2/22665/2018,SIA/OR/IND2/22665/2018,SIA/OR/IND2/22665/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
