"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"938","SIA/BR/IND2/40509/2018","SIA/5(g)/691/19","Proposed 100 KLPD molasses based distillery along with 4.0 MW co-generation power plant at Village Bucheya, Tehsil Sidhwalia, District Gopalganj, Bihar by Magadh Sugar & Energy Limited Unit: Bharat Su","MAGADH SUGAR & ENERGY LIMITED UNIT : BHARAT SUGAR MILLS (DISTILLERY DIVISION)","EC Granted","EC",NA
"939","SIA/BR/MIN/127922/2019","","Brick Earth Mining Project of  Area 1.25 Ha or 3.10 Acres M/s Baba Int Udyog  at Mauza- Donrapur, P.O- Siswaniya, P.S + Block- Uchka Gaon, District- Gopalganj, State- Bihar","M/S BABA INT UDYOG","Delisted","EC",NA
"940","SIA/BR/MIN/41632/2019","","SUGAULI & CHAND PARSA BALU GHAT","MOTIHARA SAND DEPOSIT DISTRICT EAST CHAMPARAN","Delisted","EC",NA
"941","SIA/BR/MIN/18371/2015","SIA/1(a)/442/17","Matokhar & Surdaspur Stone Mine, Block-06, Area - 5.26 ha, Village - Matokhar & Surdaspur, Sheikhpura","SH AMAN SETHI","EC Granted","EC",NA
"942","SIA/BR/MIN/137295/2020","","BRICK EARTH MINING PROJECT FOR M/S SAINIK INT BHATTA MAUZA JAINAGRA, TILAUTHU, DISTRICT ROHTAS AREA 3.44 Ac, 1.39 Ha","M/S SAINIK INT BHATTA PROP RAM PAL SINGH","Delisted","EC",NA
"943","SIA/BR/MIN/17509/2016","SIA/1(a)/348/16","-1","MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"944","SIA/BR/MIN/35533/2019","","Proposed Brick Earth Mining Project of Area 4.00 Acres or 1.62 Hectare M/s Radha  Bricks at Vill- Gyaspur, P.S- Salimpur, Block - Bakhtiyarpur, District-Patna, State - Bihar.","MS RADHA BRICKS GYASPUR","Pending at PP due to eds","EC",NA
"945","SIA/BR/MIN/34073/2019","","Dagmara Lalman Patti Sand Ghat on Koshi River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"946","SIA/BR/MIS/169094/2020","SIA/7(g)/1280/2021","Passenger Ropeway at Vanavar Hills, District. Jehanabad , Bihar","DEPARTMENT OF TOURISM GOVT OF BIHAR","EC Granted","EC",NA
"947","SIA/BR/NCP/92256/2019","SIA/8(a)/683/19","Multi Storey Residential Project ""Dr. R.P. Estate""","ASHA VIHAR PROPERTIES PVT LTD","EC Granted","EC",NA
"948","SIA/BR/MIN/134030/2019","","Brick Earth Mining Project at Village- Jafra, P.O- Sarawe, P.S- Muffasil Siwan, Anchal- Siwan Sadar, District- Siwan (Bihar)","M/S- A.K.S ENT UDYOG","Delisted","EC",NA
"949","SIA/BR/MIS/160113/2020","SIA/8(a)/1262/2020","Shrinivas medical College & Hospital","SHRINIVAS MEDICAL COLLEGE AND HOSPITAL","EC Granted","EC",NA
"950","SIA/BR/IND/29688/2017","SIA/5(i)/605/2019","Indira Paper Mill Pvt. Ltd.","INDIRA PAPER MILL PVT LTD","EC Granted","EC",NA
"951","SIA/BR/MIN/69942/2017","","Proposed Sand Mining Project at Kashiyadih Sand Ghat, Morhar River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"952","SIA/BR/MIN/70176/2017","SIA/1(a)/528/18","Matokhar Soapstone mine","M/S SHRISTI DEVELOPERS PVT. LTD.","Delisted","EC",NA
"953","SIA/BR/MIN/64419/2017","SIA/1(a)/475/17","Sand Mining Project at Solahdham Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"954","SIA/BR/MIN/64469/2017","SIA/1(a)/467/17","Sand mining Project at Patiauna Ghat on Lilajan river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"955","SIA/BR/MIN/30954/2015","3490","Ratan Int Udyog","AMIT ENVIRO","Delisted","EC",NA
"956","SIA/BR/MIN/41878/2019","","Proposed Sand Mining Project of Area 5.0 Ha at Sapahiya Khas (Bishwambharpur) Ghat on Gandak River of District- Gopalganj of State-Bihar.","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"957","SIA/BR/MIN/59823/2016","","TILKARI GHATS OF MAHANI RIVER”,over an area of 1.8 Ha
Tehsil Tetiha Bambor, District Munger, Bihar.","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"958","SIA/BR/MIN/66111/2017","SIA/1(a)/572/18","Sand Mining Project at Daulatpur Sand Ghat on River Kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"959","SIA/BR/MIN/66183/2017","SIA/1(a)/575/18","Sand Mining Project at Ghanshyamthan Koluha Sand Ghat on Barnar River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"960","SIA/BR/MIN/31597/2015","SIA/1(a)/37/2015","M/s Sai Bricks","SATYA PRAKASH SINGH","Delisted","EC",NA
"961","SIA/BR/MIN/31599/2015","SIA/1(a)/38/2015","M/s Anjita Enterprises Bricks & Co.","AMARJEET KUMAR","Delisted","EC",NA
"962","SIA/BR/MIN/132175/2019","","DIHI M/S SHIV SHAKTI BRICKS  for Production Capacity 5734.26 TPA, Area - 3.04 Ac(l.23 Ha), Mauza- Dihi, Thana No- 120, Khata No.- 05 & 23. Plot No.- 1047, 1049, 292, 290, 1100, & 1102. P.S.- Khodawanp","M/S SHIV SHAKTI BRICKS PROP:-BISHWANATH","Delisted","EC",NA
"963","SIA/BR/MIN/138455/2020","","BRICK EARTH MINING PROJECT FOR MAUZA MAKHDUMPUR ISLAMPUR DISTRICT NALANDA AREA 3.94 Ac 1.59 Ha","M/S RITIKA EET UDYOG PROP RAJESH KHANNA","Delisted","EC",NA
"964","SIA/BR/MIN/31629/2015","SIA/1(a)/44/2015","M/s Balaji Int Udyog","HARENDRA PRASAD","Delisted","EC",NA
"965","SIA/BR/MIN/35629/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/s Hero Bricks at Vill/Mauza- Raunian, P.O- Karai, P.S + Block -Naubatpur, District- Patna, State - Bihar","HERO BRICKS","Pending at PP due to eds","EC",NA
"966","SIA/BR/MIN/132658/2019","","Antaur M/S BHARAT INT UDYOG project, for   Production Capacity 4848.48 TPA, Mine Area, 2.57 Ac 1.04 Ha, Mauza – Antaur (Shahdullahpur), Thana No.- 156, Khata No. 270, 335, 349, 98 & 750. Plot No. 2501","M/S BHARAT INT UDYOG PROP RAJEEV KUMAR","Delisted","EC",NA
"967","SIA/BR/MIN/31800/2019","SIA/1(a)/651/19","Sand mining project at Chandralaya ghat 1 on Gandak river in district Vaishali, Bihar","BANSHIDHAR CONSTRUCTION PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"968","SIA/BR/MIN/17375/2015","SIA/1(a)/342/16","Mining of Stone at Mirzapur Block 1 Village Mirzapur Aanchal Manpur District Gaya Bihar","SAINIK FOOD PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"969","SIA/BR/MIN/35926/2019","","Mauza- Arap, P.O- Arap, P.S + Block- Bikram, District- Patna, State- Bihar","HOME BRICKS COMPANY","Pending at PP due to eds","EC",NA
"970","SIA/BR/MIN/144268/2020","","Brick Earth Mining Project at Mauza- Pirojgarh, P.O- Tilath, P.S- Ghoghardiha, District- Madhubani (Bihar)","M/S- M.K.B INT UDYOG","Delisted","EC",NA
"971","SIA/BR/MIN/33802/2019","","Dumaria Balu Ghat","VINAY  KUMAR","Pending at PP due to eds","EC",NA
"972","SIA/BR/MIN/128921/2019","","Report of Brick Earth Mining Project of Area 2.63 Acer or 1.06 Ha M/s SKM Bricks at Mauza- Tilhar, P.S + Block- Khusropur, District- Patna, State- Bihar.","M/S SKM BRICKS","Delisted","EC",NA
"973","SIA/BR/IND/53693/2020","SIA/3(a)/1233/2020","Dina Iron and Steel Limited (Expansion Project) Mauza- Abdul Rahamapur, Tehsil- Patna City, District- Patna City, State- Bihar","DINA IRON AND STEEL LIMITED","EC Granted","EC",NA
"974","SIA/BR/MIN/64517/2017","SIA/1(a)/503/17","Sand mining Project at Uchirman ghat on Morhar river","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"975","SIA/BR/MIN/64400/2017","SIA/1(a)/479/17","Sand Mining Project at Upadhyay Sand Ghat on Lilajan River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"976","SIA/BR/MIN/30640/2015","3465","Brick Clay Mining- S D J Bricks","M/S S.D.J BRICKS","Delisted","EC",NA
"977","SIA/BR/MIN/17647/2016","SIA/1(a)/414/17","170/2015","C&C CONSTRUCTION LIMITED","EC Granted","EC",NA
"978","SIA/BR/MIN/65386/2017","SIA/1(a)/509/17","Sand Mining Project at Majhanpur Sand Ghat on Buddh River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"979","SIA/BR/NCP/65336/2017","SIA/8(a)/504/17","Proposed Residential and Commercial Building “Devendra Green City” at  Opp. Mahindra Commercial Vehicle Showroom, SH-01, Patna-Gaya road, District- Patna., Bihar","MAHENDRA GREEN HOMES PVT LTD","EC Granted","EC",NA
"980","SIA/BR/MIS/17346/2016","SIA/7(h)/340/16","6 MLD Common Effluent Treatment Plant","BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY","EC Granted","EC",NA
"981","SIA/BR/MIN/130417/2019","","Brick Earth Mining Project at Village- Pitambarpur, P.O- Dumri, P.S- Fatuha, District-Patna (Bihar)","M/S- RIYA BRICKS","Delisted","EC",NA
"982","SIA/BR/MIN/167357/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA","BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA","Delisted","EC",NA
"983","SIA/BR/MIN/131259/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Radha Bricks at Mauza- Bikrampur, P.O + P.S + Block- Fatuah, District- Patna, State- Bihar","M/S RADHA   BRICKS","Delisted","EC",NA
"984","SIA/BR/MIN/131881/2019","","M/s Vijay Int. Udyog","M/S VIJAY UDYOG (BARUN KUMAR)","Delisted","EC",NA
"985","SIA/BR/MIN/138710/2020","","ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA ALAULI KHAGARIA","BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA AREA 12.34 AC","Delisted","EC",NA
"986","SIA/BR/NCP/92135/2019","","Proposed Type A Staff Quarters on  plot No. B1 In Housing Development Gardanibagh at Patna","BUILDING CONSTRUCTION DEPARTMENT","Delisted","EC",NA
"987","SIA/BR/MIN/30921/2019","SIA/1(a)/608/19","Tetarhat Sand Ghat Mining Project of Area 21.50 ha of Lakhisarai District, Bihar on Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"988","SIA/BR/MIN/30933/2019","SIA/1(a)/549/18","Nagardar Sand ghat Mining Project of area 23.50 of District Lakhisarai , Bihar On Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"989","SIA/BR/MIN/160343/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA AURA","BSCPL INFRASTRUCTURE LTD MAUZA AURA AREA 11.90 AC.","Delisted","EC",NA
"990","SIA/BR/MIN/34204/2019","","Chilauni Sand Ghat on Chilauni Sirpur River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"991","SIA/BR/MIN/129814/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Radha Bricks at Vill: Sukumarpur, P.O- Jafrabad, P.S- Raghopur, District- Vaishali, State- Bihar","M/S RADHA BRICKS","Delisted","EC",NA
"992","SIA/BR/MIN/69935/2017","","Proposed Sand Mining Project at Amarut Sand Ghat on Lilajan River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"993","SIA/BR/MIS/166863/2020","","Proposed Jalalpur Residential with commercial building complex at Saristabad, Patna, Bihar","APARNA ARCHITECT & ASSOCIATE","Delisted","EC",NA
"994","SIA/BR/MIN/126317/2019","","me","M/S MARYADA EARTH","Delisted","EC",NA
"995","SIA/BR/MIN/66267/2017","SIA/1(a)/586/18","Sand Mining Project at Satgama Sand Ghat on river Kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"996","SIA/BR/MIN/138625/2020","","LACHHMINIYA SAND GHAT (SAPTGANDHI RIVER), APPLICANT- MR. SUJEET KUMAR, AREA- 0.8 HA., VILLAGE- LACHHMINIYA, DISTRICT- SUPAUL (BIHAR)","MR. SUJEET KUMAR, DISTRICT- SUPAUL, BIHAR","Delisted","EC",NA
"997","SIA/BR/MIN/140992/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA KAJIDUMRA AREA 12.34 AC","Delisted","EC",NA
"998","SIA/BR/MIN/136384/2020","","M/s Vanshree Int Udyog","M/S VANSHREE INT UDYOG","Delisted","EC",NA
"999","SIA/BR/MIN/130128/2019","","Chawahi Khas M/S A & S BRICKS Earth Mining Project, For Production Capacity -5221.44 TPA, Area-1.12ha (2.77Ac), Thana no-92, Khata no-12. Plot no.-28, 56, 57,149,197,276,297,479&480. Mauza- Chawahi Kh","M/S A & S BRICKS","Delisted","EC",NA
"1000","SIA/BR/MIN/149185/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA DIGHARI & HARDIYA AREA 12.35","Delisted","EC",NA
"1001","SIA/BR/MIN/130178/2019","","Brick Earth Mining Project for M/s A.R.L Bricks","BRICK  EARTH  MINING  PROJECT","Delisted","EC",NA
"1002","SIA/BR/MIN/38009/2019","","Report of Brick Earth Mining Project of Area 2.22 Acres or 0.90 Hectare for M/s R.P.S Bricks at Mauza: Lodipur, Sherpur, P.O: Byapur, Sherpur, P.S: Maner, District: Patna, State: Bihar.","MS RPS BRICKS","Pending at PP due to eds","EC",NA
"1003","SIA/BR/MIS/66584/2021","21-55/2021-IA-III","Proposed Residential Building “Kashyap Green City, Phase-2” by Kashyap Green Homes Pvt. Ltd.","KASHYAP GREEN CITY PHASE-2","WithdrawEC","EC",NA
"1004","SIA/BR/MIN/126367/2019","","Kharanth (Khata no- 159, 210. Khasra No. 856, 857, 800 ) soil brick mine project.","M/S RANI LNT UDYOG","Delisted","EC",NA
"1005","SIA/BR/MIN/167210/2020","","BRICK EARTH MINING PROJECT FOR M/S CMD INT UDYOG MAUZA KARWA BALRAM KARPI SONBHADRA BANSHI SURYAPUR ARWAL AREA 3.15","M/S C M D INT UYDOG PROP DEVENDRA KUMAR","Delisted","EC",NA
"1006","SIA/BR/MIN/148897/2020","","Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre M/S N.H.L  Bricks  at  Vill-  Purainiya,  Block-  Mainatand,  P.O-  Pirari,  P.S-  Mainatand,  District-West  Champaran, State - B","N.H.L BRICKS","Delisted","EC",NA
"1007","SIA/BR/MIN/130490/2019","","Brick Earth Mining Project at Mauza- Pahsara, P.O- Pahsara, P.S- Naokothi, District- Begusarai (Bihar)","M/S- A ONE INT UDYOG","Delisted","EC",NA
"1008","SIA/BR/IND1/406346/2022","SIA/3(a)/1713/2021","Alaknanda Metals Private Limited","ALAKNANDA METALS PRIVATE LIMITED","EC Granted","EC",NA
"1009","SIA/BR/MIN/64398/2017","SIA/1(a)/493/17","Sand Mining Project at Palhat Kalan Ghat on Buddh River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1010","SIA/BR/MIN/31021/2019","SIA/1(a)/584/18","Panbarwa Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1011","SIA/BR/MIN/60637/2016","SIA/1(a)/376/16","Proposed Sand Mining Project of Area 23.0 Ha at Bhagwatpur Ghat on Son River of
District- Bhojpur of State- Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1012","SIA/BR/MIN/60669/2016","SIA/1(a)/395/16","Sand Mining Project at Digha & Kurji Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1013","SIA/BR/MIN/31421/2015","SIA/1(a)/16/2015","Soni Int Udyog","REYAJ AHMAD","Delisted","EC",NA
"1014","SIA/BR/MIN/31461/2015","SIA/1(a)/17/2015","India Int Udyog","RAVIN KUMAR RAI","Delisted","EC",NA
"1015","SIA/BR/MIN/128965/2019","","Proposed Brick Earth Mining Project of Area 2.50 Acer or 1.01 Ha M/s Kamal Int Udyog at Mauza- Baigwan, Anchal- Bikram, District- Patna, State- Bihar.","M/S KAMAL INT UDYOG","Delisted","EC",NA
"1016","SIA/BR/MIN/157455/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA HATHWAN ALAULI KHAGARIA AREA 11.04","BSCPL INFRASTRUCTURE LTD MAUZA HATHWAN AREA 11.04 AC","Delisted","EC",NA
"1017","SIA/BR/MIN/51727/2020","","Balu Ghat Mining Project (Patna Son 4 Balu Ghat) at Riverbed Of Son River.","SRI RANJIT KUMAR RAI","Delisted","EC",NA
"1018","SIA/BR/IND/32752/2018","SIA/3(a)/532/18","Kamper Concast Ltd","KAMPER CONCAST LIMITED","Delisted","EC",NA
"1019","SIA/BR/MIN/64391/2017","SIA/1(a)/499/17","Sand Mining Project Darna Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1020","SIA/BR/NCP/87123/2018","","Proposed Officers Quarters in Officers Enclave on Plot No. C of Gardanibagh Housing Development at Patna","BUILDING CONSTRUCTION DEPARTMENT","Delisted","EC",NA
"1021","SIA/BR/MIN/59077/2020","","Balu Ghat Mining Project (Patna Son 2 Balu Ghat)","SHRI BIJENDRA   SINGH","Pending at PP due to eds","EC",NA
"1022","SIA/BR/MIN/128430/2019","","Soil Mining Project of Area 7.15 Acres or 2.89 Hectare at Mauza:- Kataiya, P.S:- Birpur, Block:- Basantpur, District:- Supaul, State:- Bihar, State: Bihar. for PRL Projects & Infrastructure Limited","PRL PROJECTS & INFRASTRUCTURE LIMITED","Delisted","EC",NA
"1023","SIA/BR/MIN/128663/2019","","Brick Earth Mining Project at Village- Tamkulha (Mahulia), P.O- Tamkulha(Mahulia), P.S- Jadia, Anchal- Triveniganj, District- Supaul (Bihar)","M/S ATP BRICKS","Delisted","EC",NA
"1024","SIA/BR/MIN/70062/2017","","Proposed Sand Mining Project at Baikatpur Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1025","SIA/BR/MIN/70128/2017","","Sand mining project at Parsawan ghat on Morhar river","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1026","SIA/BR/MIS/168496/2020","","Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS","INDIRA GANDHI INSTITUTE OF MEDICAL SCIENCES","Delisted","EC",NA
"1027","SIA/BR/MIN/130764/2019","","Asurar (Khasra No. 1150, 1100,1097,1078,982,958, 956,894)  brick earth (soil) mining project.","M/S BHARAT-INT UDYOG","Delisted","EC",NA
"1028","SIA/BR/MIN/66177/2017","","Sand Mining Project at Jalkariya Sand Ghat on Barnar River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1029","SIA/BR/MIN/66262/2017","SIA/1(A)561/18","Sand Mining Project at Sono Sand Ghat on Barnar River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1030","SIA/BR/MIN/61244/2016","SIA/1(a)/406/16","Dihwar(NTPC Barh) Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1031","SIA/BR/MIN/61245/2016","SIA/1(a)/407/16","Sand Mining Project at Brahpur Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1032","SIA/BR/MIN/30966/2015","SIA/1(a)/05/2015","RAJA EINT UDYOG","CA RANJEET KUMAR JHA","Delisted","EC",NA
"1033","SIA/BR/IND2/19502/2017","","INDIAN OIL CORPORATION LTD","INDIAN OIL CORPORATION LIMITED PATNA","Delisted","EC",NA
"1034","SIA/BR/MIN/130616/2019","","Brick Earth Mining Project at Village- Laro, P.O- Dema, P.S- Mohanpur, District- Gaya(Bihar).","M/S S.G.S INT UDYOG","Delisted","EC",NA
"1035","SIA/BR/MIN/60855/2016","SIA/1(a)/400/16","Sand Mining Project at Damriyahi Bakhtiyarpur Ghat on River Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1036","SIA/BR/MIN/60867/2016","SIA/1(a)/399/16","Sand Mining Project at Patila Ghat on River Son","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"1037","SIA/BR/MIN/71235/2017","","Sand Mining Project at Kalikasthan Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1038","SIA/BR/MIN/138230/2020","","ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA GHASIAN BITHAN SAMASTIPUR AREA 12.35","BSCPL INFRASTRUCTURE LTD. MAUZA GHASIAN AREA 12.35 AC","Delisted","EC",NA
"1039","SIA/BR/MIN/50478/2020","","Khajejahanpur (Khasra No. 86, 463, 76, 84, 83, 296, 297, 59, 282 ) soil brick mining project.","M/S JAGDAMBA INT UDYOG","Delisted","EC",NA
"1040","SIA/BR/MIN/66093/2017","SIA/1(a)/585/18","Sand Mining Project Bihari Sand Ghat on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1041","SIA/BR/INFRA2/402400/2022","SIA/8(a)/2051/2022","Kirti Raman Residency","KIRTI SAGAR CONSTRUCTION PRIVATE LIMITED","Agenda Uploaded by SEAC","EC",NA
"1042","SIA/BR/MIN/129001/2019","","Brick Earth Mining Project for M/s L.T.L Bricks","BRICK  EARTH  MINING  PROJECT","Delisted","EC",NA
"1043","SIA/BR/MIN/33340/2019","","Proposed Sand Mining Project of Area  4.90 Ha  at Panch Mandir  Ghat (Darauli) on Ghaghra (Sarayu) River of District-Siwan of State-Bihar","M S BALAJI ENTERPRISES","Pending at PP due to eds","EC",NA
"1044","SIA/BR/MIN/51709/2020","","Balu Ghat Mining Project (Patna Son 3 Balu Ghat) at Riverbed Of Son River.","SRI BHIM PRASAD","Delisted","EC",NA
"1045","SIA/BR/MIN/137549/2020","","BRICK EARTH MINING PROJECT EARTH FOR M/S ABBAS BRICK COMPANY MAUZA NECHUA KHAS KUCHAIKOT GOPALGANJ AREA 2.50 Ac 1.01 Ha","M/S ABBAS BRICKS COMPANY PROP ABBAS ALI ANSARI","Delisted","EC",NA
"1046","SIA/BR/MIN/59837/2016","","Balu/Sand Mining at Choti Khoru of Mahani river Tehsil Tetiha Bambor District Munger Bihar Leasr Area 2.8 ha","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"1047","SIA/BR/MIN/65384/2017","SIA/1(a)/511/17","Sand Mining Project at Belbar Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1048","SIA/BR/MIN/65389/2017","SIA/1(a)/508/17","Sand Mining Project at Pawan Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1049","SIA/BR/MIN/30040/2015","3420","Brick Clay Mining Project-B2","R N S INT UDYOG","Delisted","EC",NA
"1050","SIA/BR/MIN/33559/2019","","Amdaha Kalan Sand Ghat on Bagra River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"1051","SIA/BR/MIN/31626/2015","SIA/1(a)/42/2015","BRICK CLAY MINING PROJECT- RAJA INT UDYOG","RAJA INT UDYOG","Delisted","EC",NA
"1052","SIA/BR/MIN/130902/2019","","BELA SIMRI M/S M.A. BRICKS PROJECT, for   Production Capacity 5081.58 TPA, Mine Area–1.09ha (2.71Ac), Thana No.- 243, Khata No. 18, 196, 205 & 183.Plot No. 1773, 1769, 1573 & 1578. Mauza –Bela Simri P","M/S M.A.BRICKS PROP-VANDANA KUMARI","Delisted","EC",NA
"1053","SIA/BR/MIS/61227/2016","SIA/8(a)/417/17","Proposed Madhubani Medical College at Madhubani, Bihar by Dr. Fayaz Ahmad, President, Milli Trust, Madhubani","DR. FAYAZ AHMAD, PRESIDENT, MILLI TRUST, MADHUBANI","EC Granted","EC",NA
"1054","SIA/BR/MIN/131099/2019","","Brick Earth Mining Project of Area 4.55 Acres or 1.84 Hectare M/S Krishna Int Udyog at Mauza- Thathupur, P.S- Baheri, Block- Baheri, District- Darbhanga, State – Bihar","MS KRISHNA INT UDYOG","Delisted","EC",NA
"1055","SIA/BR/MIN/30950/2019","SIA/1(a)/585/18","Bihari Sand Ghat mining project","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1056","SIA/BR/MIN/33748/2019","","Kalisthan Bariyarpur Sand Ghat on Ganga River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"1057","SIA/BR/MIN/72054/2018","","Proposed Stone Mining Project at Village: Barari, District: Shekhpura, State: Bihar","NATRAJ ENGINEERS PVT. LTD","Delisted","EC",NA
"1058","SIA/BR/MIN/32718/2015","SIA/1(a)/58/2015","JK Int Udyog","JK INT UDYOG","Delisted","EC",NA
"1059","SIA/BR/IND/26138/2018","","Kamper Concast ltd","KAMPER CONCAST LIMITED","EC Granted","EC",NA
"1060","SIA/BR/MIN/131092/2019","","Dighaun M/S. N. P. S. INT UDYOG. With production capacity 5081.58 TPA  Mauza - Dighaun, Thana No.- 144, Khata no. 18 & 73. Plot no. 2385 & 29. Area, 2.70 Ac 1.09 ha P.S.- Beldaur, Circle - Beldaur, Di","M/S N.P.S. INT UDYOG PROP:-SARITA DEVI","Delisted","EC",NA
"1061","SIA/BR/MIN/33646/2019","","Mohanpur Sand Ghat on Mahani River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"1062","SIA/BR/MIN/65413/2017","SIA/1(a)/516/17","Sand Mining Project at Raniganj Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"1063","SIA/BR/MIN/144163/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA BHADAS","BSCPL INFRASTRUCTURE LTD MAUZA BHADAS AREA 12.33 AC","Delisted","EC",NA
"1064","SIA/BR/MIN/71315/2017","","Sand Mining project at Kusapi sand Ghat on Buddh River, anchal-Tekari Dist-Gaya Bihar","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"1065","SIA/BR/MIN/141069/2020","","Mathurapur (Khasra/Plot(s) No. 1538, 1181 & 32) soil brick mining project.","M/S ATITHI BRICKS (A.S.P. MARKA)","Delisted","EC",NA
"1066","SIA/BR/MIS/265417/2022","","Proposed Expansion of “Bihar Animal Sciences University” at Patna, Bihar","BIHAR ANIMAL SCIENCES UNIVERSITY (BASU)","Delisted","EC",NA
"1067","SIA/BR/MIN/33236/2019","","Proposed Sand Mining Project of area 1.40 ha at Munja-Matiari Ghat on Gandak River of District-Gopalganj of State-Bihar. Consultant-","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"1068","SIA/BR/MIN/17387/2015","","Proposed Sand Mining Project of Area 5.0 Ha at Jagiritola Malahi  Ghat on Gandak River of District-Gopalganj of State-Bihar.","MR KAMAKHYA MISHRA","EC Granted","EC",NA
