,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
424,425,5,SIA/BR/MIN/160343/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA AURA,BSCPL INFRASTRUCTURE LTD MAUZA AURA AREA 11.90 AC.,Delisted,EC,, 
425,426,6,SIA/BR/MIN/131456/2019,,"Brick Earth Mining Project of Area 4.35 Acres or 1.76 Hectare M/S Rajan Int Udyog at Mauza/Vill- Mohiuddinpur, P.S- Warisnagar, Block- Warisnagar, District- Samastipur, State- Bihar",M/S RAJAN INT UDYOG,Delisted,EC,, 
426,427,8,SIA/BR/MIN/138710/2020,,ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA ALAULI KHAGARIA,BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA AREA 12.34 AC,Delisted,EC,, 
427,428,9,SIA/BR/MIN/138356/2020,,"SARDAHAN SAND GHAT (CHILAUNI RIVER), APPLICANT- MR. SUJEET KUMAR, AREA- 1.8 HA, VILL.- DHALHA GARHIYA (NORTH), DIST.- SUPAUL , BIHAR","MR. SUJEET KUMAR, DISTRICT- SUPAUL, BIHAR",Delisted,EC,, 
428,429,10,SIA/BR/MIN/138915/2020,,"Amha Laukaha Sand Ghat (Tilawe River), area- 1.4 Ha., Applicant- Mr. Sujeet Kumar, District- Supaul, Bihar","MR. SUJEET KUMAR, DISTRICT- SUPAUL, BIHAR",Delisted,EC,, 
429,430,1,SIA/BR/MIN/137465/2020,,SEPL bricks pvt.ltd,M/S SEPL BRICKS,Delisted,EC,, 
430,431,2,SIA/BR/MIN/137583/2020,,"Proposed Brick Earth Mining Project of Area 0.97 Hectare Or 2.39 Acre M/s Jai Int  Udyog  at Mauza-Turki, P.S: Bagaha,  Block- Bagaha 2, District- West Champaran, State  –  Bihar",M/SJAI INT UDYOG,Delisted,EC,, 
431,432,3,SIA/BR/MIN/138844/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA HATHWAN ALAULI KHAGARIA,BSCPL INFRASTRUCTURE LTD MAUZA HATHWAN AREA 9.03 AC,Delisted,EC,, 
432,433,4,SIA/BR/IND2/253126/2022,SIA/1(b)/2037/2022,Exploratory drilling of One well in OALP BLOCK GV-ONHP-2021/1,"HSE, FRONTIER BASINS, ONGC, DEHRADUN",EC Granted,EC,, 
433,434,5,SIA/BR/MIN/17902/2016,SIA/1(a)/323/16,Alipur ghat Sand Mining project,WESTLINK TRADING PVT LTD,EC Granted,EC,, 
434,435,6,SIA/BR/MIN/126282/2019,,"Brick Earth mining in Gata No. 1058,1069,269,283,135,225,236,380 of village Cheriya, tehsil-Bhagwanpur, District-Begusarai, Bihar",MAA-BRICKS,Delisted,EC,, 
435,436,7,SIA/BR/MIN/126496/2019,,Brick Earth Mining Project for M/S Rahi Int Udyog,M/S RAHI INT UDYOG,Delisted,EC,, 
436,437,8,SIA/BR/NCP/54391/2020,SIA/8(b)/1234/2021,Construction of New 4-lane Bridge (Parallel to the Existing MG Setu) with its approaches from km 0/000 to km 14/500 across river Ganga on NH-19 at Patna in the State of Bihar on EPC mode,EE NH DIVISION MG SETU PATNA,EC Granted,EC,, 
437,438,9,SIA/BR/MIN/135898/2020,,Super Prakash Bricks Soil Brick Mining project,DHIRENDRA KUMAR,Delisted,EC,, 
438,439,10,SIA/BR/MIN/167210/2020,,BRICK EARTH MINING PROJECT FOR M/S CMD INT UDYOG MAUZA KARWA BALRAM KARPI SONBHADRA BANSHI SURYAPUR ARWAL AREA 3.15,M/S C M D INT UYDOG PROP DEVENDRA KUMAR,Delisted,EC,, 
439,440,3,SIA/BR/IND/66800/2019,,Birla Corporation Ltd.,M/S BIRLA CORPORATION LIMITED,Delisted,EC,, 
440,441,4,SIA/BR/MIN/33157/2019,,Proposed Sand Mining Project of area 2.40 ha at Dipu-Dumaria Ghat on Gandak River of District-Gopalganj of State-Bihar.,MR KAMAKHYA MISHRA,Pending at PP due to eds,EC,, 
441,442,5,SIA/BR/MIN/33362/2019,,KUMARSAR SAND MINING PROJECT,KATYAYNI CONTRACTORS PVT. LTD.,Pending at PP due to eds,EC,, 
442,443,6,SIA/BR/MIN/33394/2019,,Proposed Sand Mining Project of 4.70 ha at Rakauli Ghat on Ghaghra (Sarayu) River of District-Siwan of State-Bihar.,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,, 
443,444,7,SIA/BR/MIN/144018/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA SANTOKH BISHUNPUR AREA 9.70 AC,Delisted,EC,, 
444,445,8,SIA/BR/MIN/130384/2019,,"Proposed Brick Earth Mining Project of Area 1.27 Hectare Or 3.15 Acer M/S Shiva Int Udyog at Village - Shampur, P.S + Block- Majhaulia, District- West Champaran, State - Bihar",M/S SHIVA INT UDYOG,Delisted,EC,, 
445,446,10,SIA/BR/MIN/34325/2019,,Tilathi Sand Ghat on Mirchiyadhar River,SUJEET KUMAR,Pending at PP due to eds,EC,, 
446,447,4,SIA/BR/MIN/153144/2020,,"Brick Clay Mining Village- Anjanwan, P.O- Madanpur, P.S- Madanpur, District- Aurangabad (Bihar).",USHA BRICKS ENTERPRISES,Delisted,EC,, 
447,448,5,SIA/BR/MIN/128706/2019,,"Proposed Brick Earth Mining Project of Area 3.06 Acres or 1.24 Hectare M/s Devi Int Udyog at Mauza- Nasirpur, P.O: Mohammadpur, P.S+ Block- Bikram, District- Patna, State - Bihar",MS DEVI INT UDYOG,Delisted,EC,, 
448,449,6,SIA/BR/MIN/129442/2019,,"Brick Earth Mining Project of Area 1.51 Hectare Or 3.73 Acre M/s Star Int Bhatta at Vill : Tenua, Mauza- Kurari, P.S- Karamchat Block- Rampur, District- Kaimur, State- Bihar",MS STAR INT BHATTA,Delisted,EC,, 
449,450,9,SIA/BR/MIN/188249/2020,,BSCPL INFRASTRUCTURE LTD AREA 1.61AC,BSCPL INFRASTRUCTURE LTD AREA 1.61 AC,Delisted,EC,, 
450,451,1,SIA/BR/MIN/128640/2019,,M/s Vivek Int Udyog,M/S VIVEK INT UDYOG,Delisted,EC,, 
451,452,2,SIA/BR/MIN/128786/2019,,"Brick Earth Mining Project at Village- Padri, P.O- Churamanpur, P.S – Buxar, District- Buxar(Bihar)",M/S VIKASH BRICKS,Delisted,EC,, 
452,453,3,SIA/BR/MIN/128965/2019,,"Proposed Brick Earth Mining Project of Area 2.50 Acer or 1.01 Ha M/s Kamal Int Udyog at Mauza- Baigwan, Anchal- Bikram, District- Patna, State- Bihar.",M/S KAMAL INT UDYOG,Delisted,EC,, 
453,454,4,SIA/BR/MIN/129768/2019,,"Proposed Brick Earth Mining Project of Area 2.77 Acres or 1.12 Hectare for M/s Hira Bricks at Mauza-Lodipur, P.O-Byapur, P.S + Block-Maner, District-Patna, State-Bihar.",M/S HIRA BRICKS,Delisted,EC,, 
454,455,5,SIA/BR/MIN/130178/2019,,Brick Earth Mining Project for M/s A.R.L Bricks,BRICK  EARTH  MINING  PROJECT,Delisted,EC,, 
455,456,10,SIA/BR/MIS/240428/2021,SIA/8(b)/1712/2021,IOB Galaxy II,MS ASHIRWAD ENGICON PRIVATE LIMITED,Delisted,EC,, 
456,457,3,SIA/BR/MIN/130886/2019,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Rana Bricks at Mauza- Champapur, P.O- Goswari Bakhtiyarpur, P.S + Block- Bakhtiyarpur, District- Patna, State- Bihar",M/S RANA BRICKS,Delisted,EC,, 
457,458,4,SIA/BR/MIN/445780/2023,SIA/1(a)/2280/2023,Sand Ghat Mining Project (Jamui Kiul Block - 05) at Kiul River bed,RATAN COAL TRADING PRIVATE LIMITED,EC Granted,EC,, 
458,459,5,SIA/BR/MIN/31243/2015,SIA/1(a)/08/2015,Brick Clay Mining Project-Shivam Bricks-B2,SHIVAM BRICKS,Delisted,EC,, 
459,460,6,SIA/BR/MIN/443750/2023,SIA/1(a)/2356/2023,Sand Ghat Mining Project (Jamui Kiul Block - 03) at Riverbed of Kiul River,SANJAY KUMAR,EC Granted,EC,, 
460,461,7,SIA/BR/MIN/440801/2023,SIA/1(a)/2331/2023,"Proposed Sand Mining Project of Area 65.9 Ha at Kiul River Block -13, District- Jamui, State - Bihar on River Kiul.",SHIVAM COKE PRIVATE LTD,EC Granted,EC,, 
461,462,8,SIA/BR/MIN/64380/2017,SIA/1(a)/489/17,Sand Mining Project on Morabbi Chak Ghat at Paimar River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
462,463,9,SIA/BR/MIN/70065/2017,,Proposed Sand Mining Project at Ishwarpur Sand Ghat on Morhar River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
463,464,10,SIA/BR/MIN/417379/2023,SIA/1(a)/1913/2022,Jalwa Quartz-Quartzite (Silica Stone) Mine,IDIO CONSTRUCTION AND INDUSTRIES INDIA LTD,EC Granted,EC,, 
464,465,5,SIA/BR/IND/59209/2020,SIA/3(a)/1272/2020,M/s Tejas Iron & Steel Pvt. Ltd.,M/S TEJAS IRON & STEEL PVT. LTD.,Return to SEIAA(Violation),EC,, 
465,466,8,SIA/BR/MIS/121345/2019,SIA/8(a)/698/19,"Proposed Group Housing “Rose Valley” at Plot No.-370, 371, 372 and 380, Mauza- Nasirpur Tajpur, Thana- Didarganj, District- Patna, Bihar",MS ASHIRWAD ENGICON PRIVATE LIMITED,EC Granted,EC,, 
466,467,1,SIA/BR/MIN/30937/2019,SIA/1(a)/550/18,Rampur ghat sand mining project of area 23.5 ha of district Lakhisarai on river Kiul,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
467,468,9,SIA/BR/MIN/131521/2019,,"Kapa Kala M/S –MAKAN BRICKS Earth Mining Project , Mauza - Kapa Kala Thana -151 Khata No.-371, Plot No.- 2261,Area-1.01 ha or (2.50 Ac) For production capacity 4708.62TPA, Village Kopa Kala,P.O. -Naub",M\S MAKAN BRICKS AKHILESH PARASAD SINGH,Delisted,EC,, 
468,469,10,SIA/BR/MIN/131533/2019,,"Proposed Brick Earth Mining Project of Area 1.90 Hectare Or 4.70 Acre M/s A-1 Int Udyog- at Mauza: Musharwa Baswariya, P.S: Sathi, Block- Narkatiaganj, District- West Champaran, State-Bihar",M/S A-1 INT UDYOG,Delisted,EC,, 
469,470,3,SIA/BR/MIN/130902/2019,,"BELA SIMRI M/S M.A. BRICKS PROJECT, for   Production Capacity 5081.58 TPA, Mine Area–1.09ha (2.71Ac), Thana No.- 243, Khata No. 18, 196, 205 & 183.Plot No. 1773, 1769, 1573 & 1578. Mauza –Bela Simri P",M/S M.A.BRICKS PROP-VANDANA KUMARI,Delisted,EC,, 
470,471,4,SIA/BR/MIS/17349/2016,SIA/7(h)/337/16,5 MLD Common Effluent Treatment Plant,BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY,EC Granted,EC,, 
471,472,5,SIA/BR/MIN/31626/2015,SIA/1(a)/42/2015,BRICK CLAY MINING PROJECT- RAJA INT UDYOG,RAJA INT UDYOG,Delisted,EC,, 
472,473,6,SIA/BR/MIN/440720/2023,SIA/1(a)/2276/2023,Proposed Sand Mining Project of Area  46.6 Hectare at Rohtas Sone  Ghat 06 on Sone River of District-Rohtas State-Bihar,UMA SINGH,EC Granted,EC,, 
473,474,7,SIA/BR/MIN/58738/2016,SIA/1(a)/297/16,"Sand Mining project of Balu Ghat, Lakri Dhahi, Jagarnath Mishra Nagar & Bhagwatipur  Ghat  on  River  Burhi Gandak Dist- Muzaffarpur,State Bihar",UMESH KUMAR,Delisted,EC,, 
474,475,8,SIA/BR/MIN/66183/2017,SIA/1(a)/575/18,Sand Mining Project at Ghanshyamthan Koluha Sand Ghat on Barnar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
475,476,10,SIA/BR/MIN/41076/2019,SIA/1(a)/579/18,Parsa Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
476,477,1,SIA/BR/MIN/31710/2015,SIA/1(a)/48/2015,M/s Shivam Int Udyog,UDAY SHANKAR TIWARI,Delisted,EC,, 
477,478,2,SIA/BR/MIN/70176/2017,SIA/1(a)/528/18,Matokhar Soapstone mine,M/S SHRISTI DEVELOPERS PVT. LTD.,Delisted,EC,, 
478,479,3,SIA/BR/INFRA1/455862/2023,SIA/7(c)/2449/2023,"Industrial Area, Warsaliganj",BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY,EC Granted,EC,, 
479,480,4,SIA/BR/MIN/64469/2017,SIA/1(a)/467/17,Sand mining Project at Patiauna Ghat on Lilajan river,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
480,481,5,SIA/BR/MIN/59796/2016,,“MOHANPUR GHAT ON BADHUA RIVER”,NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,, 
481,482,6,SIA/BR/NCP/63452/2017,SIA/8(a)/457/17,"Proposed Lohia Path Chakra at Jawaharlal Nehru Path (Bailey Road) in Between BPSC office (near Lalit Bhawan) and Vidhyut Bhawan in Patna, Bihar",BIHAR RAJYA PUL NIRMAN NIGAM LIMITED,WithdrawEC,EC,, 
482,483,7,SIA/BR/MIN/442158/2023,SIA/1(a)/2261/2023,Proposed Sand Mining Project of Area  89.96 Ha at Rohtas Sone  Ghat 12 on Sone River of District-Rohtas State-Bihar.,ARVIND KUMAR,EC Granted,EC,, 
483,484,8,SIA/BR/MIN/64419/2017,SIA/1(a)/475/17,Sand Mining Project at Solahdham Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
484,485,9,SIA/BR/MIN/60639/2016,SIA/1(a)/375/16,"Sand mining project, at Kuberchak ghat",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
485,486,10,SIA/BR/MIN/66037/2017,SIA/1(a)/543/18,Sand Mining Project on Kishanpur  Sand Ghat (Block no-1) on Kiul River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
486,487,5,SIA/BR/MIN/429676/2023,SIA/1(a)/2053/2022,Proposed Sand Mining Project of Area 86.85 Ha at Aurangabad Ghat 04 on Sone River of District-Aurangabad State-Bihar.,RANGESH GAUTAM,EC Granted,EC,, 
487,488,6,SIA/BR/MIS/66585/2021,21-52/2021-IA-III,"Proposed Commercial and Residential Building “Nutan Crescent II” at Bhikhachak, Mauza-Chitkohra, Tehsil-Gardanibhag, Dist. - Patna, Bihar by Nutan Construction",NUTAN CRESCENT II,WithdrawEC,EC,, 
488,489,7,SIA/BR/MIN/69940/2017,,Proposed Sand Mining Project at Itma Sand Ghat on Mohana River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
489,490,8,SIA/BR/MIN/60427/2016,SIA/1(a)/365/16,Bathani river sand mine,MS SAINIK FOOD PVT LTD,EC Granted,EC,, 
490,491,9,SIA/BR/MIN/455465/2023,SIA/1(a)/2298/2023,Proposed Sand Mining Project of Area 5.54 Ha at Sand Block-03 Ghat on Anjana  River of District-Jamui of State-Bihar,RITESH RANJAN,EC Granted,EC,, 
491,492,10,SIA/BR/MIN/66288/2017,SIA/1(a)/550/18,Sand Mining Project at Rampur sand Ghat (Block no-14) on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
492,493,2,SIA/BR/MIN/146472/2020,,"Brick Earth Mining Project at Mauza- Manipur, P.O- Balua, P.S– Brahampur, District- Buxar (Bihar)",M/S BALAJI BRICKS,Delisted,EC,, 
493,494,3,SIA/BR/MIN/134334/2019,,"Brick Earth Mining Project at Village- Sowan, P.O- Sowan, P.S - Krishna Braham, District-Buxar(Bihar)",M/S PRADHAN INT BHATTA UDYOG,Delisted,EC,, 
494,495,4,SIA/BR/MIS/134870/2020,SIA/8(a)/984/2020,Venus Empire,VENUS STAR CONSTRUCTION PVT LTD,EC Granted,EC,, 
495,496,5,SIA/BR/MIN/134978/2020,,"BRICK EARTH MINING PROJECT FOR M/S. A.B.M. INT UDYOG, MAUZA- CHANAKI, CIRCLE- DHANARUA, DISTRICT- PATNA, AREA- 2.85 Ac, 1.15 Ha","M/S A.B.M. INT UDYOG, PROP- MADAN KISHOR PRASAD",Delisted,EC,, 
496,497,8,SIA/BR/MIN/135084/2020,,"BARNAWA BALU GHAT OF BURHI GANDAK RIVER, VILL.- GULRIYA, POST- KATHA, DIST.- EAST CHAMPARAN, BIHAR, AREA- 1 HA., APPLICANT- MR. VINAY KUMAR","MOTIHARI SAND DEPOSIT OF EAST CHAMPARAN, BIHAR,  APPLICANT- SHRI VINAY KUMAR",Delisted,EC,, 
497,498,9,SIA/BR/MIN/135132/2020,,"BRICK EARTH MINING PROJECT FOR M/S. P.K.S. BRICKS MAUZA- PACHAUT, P.S- BELDAUR, DISTRICT- KHAGARIA, AREA- 3.73 Ac,1.51Ha","M/S. P.K.S. BRICKS, PROP- PUSHPENDRA KUMAR SINGH, MAUZA- PACHAUT",Delisted,EC,, 
498,499,4,SIA/BR/MIN/129864/2019,,Sand Mining Project at  Kanshar  Sand Ghat (4.85 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,, 
499,500,5,SIA/BR/MIN/130600/2019,,"Darhi Aas M/S BHARAT INT UDYOG  Project, For Production Capacity -4978.54 TPA, Area-1.07ha (2.65Ac), Thana no-255/1, Khata no-64,27& 87. Plot no.-439,440 & 129. Mauza- Darhi Aas ,P.S.-Mufasil, Circle-",M/S BHARAT INT UDYOG PROPONENT SAMEER CHOUDHARY,Delisted,EC,, 
500,501,6,SIA/BR/MIN/131791/2019,,"Proposed Brick Earth Mining Project of Area 2.92 Hectare or 7.24 Acre M/s Shree Balajee & Sakambari Int Udyog at Village- Mangalpur, P.O- Malkauli, P.S- Pathkauli, Block- Bagaha- 2, District-West Cham",M/S BALAJEE & SAKAMBARI INT UDYOG,Delisted,EC,, 
501,502,7,SIA/BR/MIN/31448/2019,SIA/1(a)/640/19,"Sand Mining Project at Mehandaura Brahpur Ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
502,503,8,SIA/BR/IND2/198424/2021,SIA/5(j)/1276/2021(EXP.),Harinagar Sugar Mills Ltd.,HARINAGAR SUGAR MILLS LTD,EC Granted,EC,, 
503,504,9,SIA/BR/MIN/47524/2019,,"Brick Earth Mining Project atVillage- Pawani, P.O- Pawani, P.S – Muffassil Buxar, District- Buxar(Bihar)",M/S SWASTIK ENT UDYOG,Delisted,EC,, 
504,505,10,SIA/BR/MIS/128384/2019,SIA/8(a)/864/19,PARIVAHAN PARISAR,BIHAR STATE ROAD TRANSPORT CORPORATION,EC Granted,EC,, 
505,506,1,SIA/BR/MIN/138840/2020,,"Brick Earth Mining Project at Village- Simra, P.O- Simra, P.S+Anchal - Jhanjharpur, District- Madhubani(Bihar)",M/S- SACHIN INT UDYOG,Delisted,EC,, 
506,507,9,SIA/BR/MIN/146445/2020,,"Brick Earth Mining Project at Mauza- Shahpur, P.O- Daudpur, P.S - Shahpur, District- Patna(Bihar)",M/S- PUJA BRICKS,Delisted,EC,, 
507,508,1,SIA/BR/IND1/415859/2023,,Balmukund Concast Limited,BALMUKUND CONCAST LIMITED,Delisted,EC,, 
508,509,2,SIA/BR/MIN/440645/2023,SIA/1(a)/2085/2022,Proposed Sand Mining Project  of Area 98.8 Ha at Rohtas Ghat 07 on Son River of District- Rohtas State-Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,EC Granted,EC,, 
509,510,3,SIA/BR/MIN/59797/2016,,"""ABZALPUR GHAT ON BADHUA RIVER""",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,, 
510,511,4,SIA/BR/MIN/18371/2015,SIA/1(a)/442/17,"Matokhar & Surdaspur Stone Mine, Block-06, Area - 5.26 ha, Village - Matokhar & Surdaspur, Sheikhpura",SH AMAN SETHI,EC Granted,EC,, 
511,512,5,SIA/BR/MIN/66119/2017,SIA/1(a)/595/18,Lotun & Ratanpur Balu Ghat on Kiul River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
512,513,6,SIA/BR/NCP/65471/2017,SIA/8(a)/506/17,"“ORBITO” COMMERCIAL AND RESIDENTIAL
PROJECT",MUNDESHWARY MULTICON,EC Granted,EC,, 
513,514,7,SIA/BR/MIN/446287/2023,SIA/1(a)/2391/2023,Sand Mining Project of Area 34.03 Ha at Gerua Unit-I ( Sand Block 1-7)  on  Gerua River of District-Bhagalpur of State-Bihar,RAJESH SHARMA,EC Granted,EC,, 
514,515,8,SIA/BR/MIN/442041/2023,SIA/1(a)/2300/2023,Sand Mining Project of Area 51.00 Ha at  Bhojpur Sand Block-09 Ghat on Son  River of District-Bhojpur of State-Bihar,ABHISHEK KUMAR,EC Granted,EC,, 
515,516,9,SIA/BR/MIN/447473/2023,SIA/1(a)/2369/2023,"Sand Mining Project, Bhoj Son 37 Sand Ghat of District- Bhojpur, State-Bihar",BUDDHA UTTAM JV,EC Granted,EC,, 
516,517,10,SIA/BR/MIN/131093/2019,,Proposed Brick Earth Mining Project,MS DONA SUKL BRICKS UDYOG,Delisted,EC,, 
517,518,1,SIA/BR/MIN/167779/2020,,Brick Clay Mining Project,N.B.F. BRICKS,Delisted,EC,, 
518,519,2,SIA/BR/MIS/256899/2022,SIA/8(a)/1911/2022,Winsome Realtors,WINSOME REALTORS,EC Granted,EC,, 
519,520,8,SIA/BR/MIN/138866/2020,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/S Hathi Bricks at Village- Jagdishpur, P.O- Dariyapur, P.S - Gangta, Block- Maner, District- Patna, State – Bihar",M/S HATHI BRICKS,Delisted,EC,, 
520,521,9,SIA/BR/MIN/139040/2020,,"Baramdia (Khasra/Plot(s) No. 2409, 2492, 2461 & 2407) soil brick mining project.",M/S BEDAMI GANGA TRADING CO. PVT. LTD,Delisted,EC,, 
521,522,10,SIA/BR/MIN/140181/2020,,"Report of Brick Earth Mining Project of Area 2.94 Acres or 1.19 Hectare for M/S AMAN INT UDYOG at Vill- Jhaur, Mauza + P.O- Kochgaon, P.S+ Block- Warsaliganj, District- Nawada, State- Bihar.",MS  AMAN INT UDYOG,Delisted,EC,, 
522,523,2,SIA/BR/MIN/17387/2015,SIA/1(a)/349/16,Proposed Sand Mining Project of Area 5.0 Ha at Jagiritola Malahi  Ghat on Gandak River of District-Gopalganj of State-Bihar.,KATYAYNI CONTRACTORS PRIVATE LIMITED,EC Granted,EC,, 
523,524,3,SIA/BR/IND2/25643/2018,SIA/6(b)/533/18,-1,Bharat Petroleum Corporation Ltd.,EC Granted,EC,, 
524,525,4,SIA/BR/MIN/71318/2017,,"Sand Mining Project at Nakti- Mahugain Sand Ghat, on Dhadhar river anchal- Fatehpur, Dist-Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
525,526,5,SIA/BR/MIN/66268/2017,SIA/1(A)/563/18,Sand Mining Project at Smarak Sand Ghat on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
526,527,6,SIA/BR/MIN/31628/2015,SIA/1(a)/43/2015,BRICK CLAY MINING PROJECT- PRASAD INT UDYOG,PRASAD INTUDYOG,Delisted,EC,, 
527,528,7,SIA/BR/MIN/442426/2023,SIA/1(a)/2090/2022,Proposed Sand Mining Project of Area 39.5 Ha at Bhojpur Ghat 40 on Sone River of District-Bhojpur State-Bihar.,BIMAL KUMAR,EC Granted,EC,, 
528,529,8,SIA/BR/MIN/453222/2023,SIA/1(a)/2385/2023,Sand Ghat Mining Project (Ulai River Block No. -03) at Riverbed of Ulai River,RATAN COAL SUPPLIERS PRIVATE LIMITED,EC Granted,EC,, 
529,530,9,SIA/BR/MIN/17509/2016,SIA/1(a)/348/16,-1,MAHADEV ENCLAVE PVT LTD,EC Granted,EC,, 
530,531,10,SIA/BR/MIN/31480/2015,SIA/1(a)/20/2015,Raj Bricks,RAJ BRICKS,Delisted,EC,, 
531,532,1,SIA/BR/MIS/57883/2016,SIA/8(a)/333/2016,Majestic Construction & Developers Pvt. Ltd.,MAJESTIC CONSTRUCTION AND DEVELOPERS PVT LTD,EC Granted,EC,, 
532,533,3,SIA/BR/MIS/135121/2020,SIA/8(a)/987/2020,M/s Surya Nestbuild Limited,M/S SURYA NESTBUILD LIMITED,EC Granted,EC,, 
533,534,4,SIA/BR/MIN/135986/2020,,"BRICK EARTH MINING PROJECT FOR M/S. TATA BRICKS, MAUZA- MANJHA, MANJHA, GOPALGANJ, AREA- 2.83 Ac, 1.15 Ac","M/S. TATA BRICKS, PROP- RAJESH KUMAR",Delisted,EC,, 
534,535,5,SIA/BR/MIN/136612/2020,,"PAKRI DAYAL BALU GHAT (BURHI GANDAK  RIVER) , APPLICANT- MR. VINAY KUMAR, AREA- 1.00 HA, PLOT NO.- 3512, VILL.- JAGATIYA TOLA, P.O.+TEHSIL- PAKRI DAYAL, DIST.- EAST CHAMPARAN, BIHAR","MOTIHARI SAND DEPOSIT OF EAST CHAMPARAN, BIHAR,  APPLICANT- SHRI VINAY KUMAR",Delisted,EC,, 
535,536,6,SIA/BR/MIN/136625/2020,,"Brick Earth Mining Project at Village- Sidhari, P.O- Ishipur, P.S- Barahat, Anchal- Pirpainti, District- Bhagalpur (Bihar)",M/S J.M.A BRICKS,Delisted,EC,, 
536,537,9,SIA/BR/MIN/140955/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA JAKHAR AREA 12.27 AC,Delisted,EC,, 
537,538,10,SIA/BR/INFRA2/423296/2023,SIA/8(b)/2041/2022,Construction of New 6 Lane H.L./Extra Dosed cable Bridge on River Ganga Parallel to Western Side of Existing Digha-Sonepur Rail-Cum-Road Bridge at Patna & Saran in Bihar,MINISTRY OF ROAD TRANSPORT & HIGNWAY,EC Granted,EC,, 
538,539,1,SIA/BR/MIN/161171/2020,,BRICK EARTH MINING PROJECT FOR M/S ATA BRICKS MAUZA GARHA RANIGANJ ARARIA AREA 3.00 Ac 1.21 Ha,ATA BRICKS PROP UMESH SHARMA,Delisted,EC,, 
539,540,2,SIA/BR/MIN/131099/2019,,"Brick Earth Mining Project of Area 4.55 Acres or 1.84 Hectare M/S Krishna Int Udyog at Mauza- Thathupur, P.S- Baheri, Block- Baheri, District- Darbhanga, State – Bihar",MS KRISHNA INT UDYOG,Delisted,EC,, 
540,541,3,SIA/BR/MIN/131216/2019,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Julee Bricks at Mauza + P.O- Alipur Bihta, P.S- Salimpur, Block- Bakhtiyarpur , District- Patna, State- Bihar",M/S JULEE BRICKS,Delisted,EC,, 
541,542,4,SIA/BR/MIN/137847/2020,,"BRICK EARTH MINING PROJECT FOR M/S RESHMI INT UDYOG, MAUZA AMNAWAN, ISLAMPUR, DISTRICT NALANDA AREA- 3.01 Ac, 1.21 Ha",M/S RESHMI INT UDYOG PROP ABHISHEK KUMAR,Delisted,EC,, 
542,543,5,SIA/BR/IND2/227034/2021,SIA/5(g)/1653/2021,Newgen Biofuel Pvt. Ltd. (NBPL),NEWGEN BIOFUEL PVT LTD,EC Granted,EC,, 
543,544,6,SIA/BR/MIN/33748/2019,,Kalisthan Bariyarpur Sand Ghat on Ganga River,KATYAYNI CONTRACTORS PVT. LTD.,Pending at PP due to eds,EC,, 
