"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"7414","SIA/MH/INFRA2/412227/2022","SIA/MH/INFRA2/412227/2022","Mudhol Landholdings Co pvt ltd","ROYAL MUDHOL HOSPITAL AND RESEARCH CENTRE LLP","Agenda Uploaded by SEIAA","EC",NA
"7415","SIA/MH/MIN/409562/2022","SIA/MH/MIN/409562/2022","Deoli  Sand Ghat , Shivna  River , Nearest Gut no  27,26,25,23,24,22,9,8,7,1 Tq. Kannad Dist. Aurangabad , Area - 1.03 Ha, Qty -3657 Brass","DISTRICT MINING OFFICER AURANGABAD","EC Granted","EC",NA
"7416","SIA/MH/MIN/245301/2021","SIA/MH/MIN/245301/2021","Pantondi sand spot over an extent of 1.55HA (MINEABLE AREA-1.16HA & NON-MINEABLE AREA-0.39HA) At Tapi River Bed Gut No. 210, 211, 212, Pantondi Village, Tehsil- Muktainagar, Jalgaon District, Maharashtra.","OFFICE OF THE COLLECTORATE, JALGAON","Delisted","EC",NA
"7417","SIA/MH/MIS/253120/2022","SIA/MH/MIS/253120/2022","Proposed Residential Building on Plot bearing CTS No128/B/12A & 128/B/12B of S.No 357(pt) of Village Chembur, Mumbai 400071 by Mohan T. Kukreja","MOHAN KUKREJA","EC Granted","EC",NA
"7418","SIA/MH/MIS/256269/2022","SIA/MH/MIS/256269/2022","""Platinum Capital"" by M/s. A Advani Properties LLP","A ADVANI PROPERTIES LLP","EC Granted","EC",NA
"7419","SIA/MH/MIS/256344/2022","SIA/MH/MIS/256344/2022","Proposal of Environment Clearance for proposed Residential cum commercial development at Plot bearing S.No. - 85 H.No.-7 at village: Kolshet, Tal & Dist: thane, Maharashtra by D.D.Associates.","D.D ASSOCIATES","EC Granted","EC",NA
"7420","SIA/MH/MIN/252387/2022","SIA/MH/MIN/252387/2022","M/s V.K. Savla","RAJENDRA SAVLA","Delisted","EC",NA
"7421","SIA/MH/MIS/263408/2022","SIA/MH/MIS/263408/2022","Proposed “Aakasa” Project","TECHNO FRESHWORLD LLP","EC Granted","EC",NA
"7422","SIA/MH/MIN/263565/2022","SIA/MH/MIN/263565/2022","Proposed Nakoda River Bed Sand Ghat","DISTRICT MINING OFFICER, CHANDRAPUR","Deferred by SEAC","EC",NA
"7423","SIA/MH/MIN/264844/2022","SIA/MH/MIN/264844/2022","Budli be  Sand Ghat","PROJECT PROPONENT","EC Granted","EC",NA
"7424","SIA/MH/MIS/286448/2022","SIA/MH/MIS/286448/2022","Proposed residential building on plot bearing CTS No. 4966-B of village Kolekalyan, Vidya Nagari marg, Off CST Road, Manipada, Santacruz (East) Mumbai by M/s. Royal Minerva Realty LLP","ROYAL MINERVA REALTY LLP","Delisted","EC",NA
"7425","SIA/MH/IND3/76305/2022","SIA/MH/IND3/76305/2022","","ADVANCED MONOMERS PRIVATE LIMITED","Awaiting EC","EC",NA
"7426","SIA/MH/INFRA2/418458/2023","SIA/MH/INFRA2/418458/2023","for Proposed Residential & Commercial Construction Project “Chanakya Prime Square”","CHANAKYA DEVELOPERS, PROMOTERS & BUILDERS","Deferred by SEAC","EC",NA
"7427","SIA/MH/MIN/417622/2023","","DADULGAON SAND GHAT TQ JALGAONJAMOD DIST BULDHANA AREA 1.72 HA QTY BRASS 3657","PRASHANT RINDHE","WithdrawEC","EC",NA
"7428","SIA/MH/INFRA2/418245/2023","SIA/MH/INFRA2/418245/2023","Proposed expansion in EC for the information Technology Park 'R Tech Park' Project at Goregaon, Mumbai by M/s. Romell Real Estate Pvt. Ltd.","ROMELL REAL ESTATE PRIVATE LIMITED","WithdrawEC","EC",NA
"7429","SIA/MH/MIN/418317/2023","SIA/MH/MIN/418317/2023","NARAYANKHED & NIMGAV GURU SAND GHAT TQ Deulgaonraja DIST Buldhana AREA 2.30HA QTY BRASS 8127","Collector Office","WithdrawEC","EC",NA
"7430","SIA/MH/MIN/406848/2022","SIA/MH/MIN/406848/2022","Dhurkheda Stone Quarry, Kh. No. 208, Mauza- Dhurkheda, Tah- Umred, Dist.- Nagpur, Proposed Lease Area - 2.00 Ha. P.P. Shri Basil George Paul","BASIL PAUL","ADS by SEAC","EC",NA
"7431","SIA/MH/INFRA2/421955/2023","SIA/MH/INFRA2/421955/2023","Proposed Project ""Aapla Ghar Moshi Annex"" at Kharabwadi , Pune by M/s Maple Shelters Pvt Ltd","MAPLE SHELTERS PRIVATE LIMITED","Agenda Uploaded by SEAC","EC",NA
"7432","SIA/MH/MIN/164333/2020","SIA/MH/MIN/164333/2020","Environmental Clearance for proposed river bed Sand mining having lease area 0.11 Ha (0.2717 acre) of Baggi sand ghat on Chandrabhaga River","DISTRICT MINING OFFICER,AMRAVATI","Rejection Letter Granted","EC",NA
"7433","SIA/MH/MIN/410680/2022","SIA/MH/MIN/410680/2022","Environment Clearance for Wakal Sand Ghat over an extent of 2.47 ha at Chulbandh River Bed Gut No. 164, 165, 173, 174, 175, 176, 177, 178, 181, 182, 186, Village Wakal, Tehsil Lakhani, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"7434","SIA/MH/MIN/410312/2022","SIA/MH/MIN/410312/2022","NAYGAON SAND GHAT TQ SHRIRAMPUR DIST AHMEDNAGAR NEAREST S NO  329,330, AREA 3.06 QTY 21625 BRASS OVER  GODAVARI RIVER","VASEEM SAYED","EC Granted","EC",NA
"7435","SIA/MH/MIN/409493/2022","SIA/MH/MIN/409493/2022","Lakhni  Sand Ghat ,Shivna  River ,Nearest Gut no  86,87,93,115,116,117,118,128,129,131,134,135,144 Tq. Vaijapur Dist. Aurangabad, Area- 2.10 Ha, Qty -5194 Brass","DISTRICT MINING OFFICER AURANGABAD","EC Granted","EC",NA
"7436","SIA/MH/MIN/412675/2023","SIA/MH/MIN/412675/2023","Stone quarry proposal of Sou. Aruna Santosh Bhoir, over an extent of area 2.32 Ha, at Gat No. 15/6/B (P), village- Tamnath, Tal- Karjat, Dist- Raigad","ARUNA BHOIR","Agenda Uploaded by SEIAA","EC",NA
"7437","SIA/MH/INFRA2/409780/2022","SIA/MH/INFRA2/409780/2022","Expansion of Proposed Commercial project ‘Ambrosia Galaxy’, at S. no. 33, Hissa no. 1P, Baner, Pune by M/s. Divyasparsh Infra LLP","DIVYASPARSH INFRA LLP.","EC Granted","EC",NA
"7438","SIA/MH/MIS/233711/2021","SIA/MH/MIS/233711/2021","Proposed Residential cum commercial development on plot bearing CTS no. 195, village Parsik, Kalwa, District Thane by M/s. Shree Krupa Builders","SHREE KRUPA BUILDERS","Delisted","EC",NA
"7439","SIA/MH/MIS/238871/2021","SIA/MH/MIS/238871/2021","Proposed project located at S.no 69/1 & 69/4 (Part), Behind Eon IT Park at Village Kharadi, Tal. Haveli, Pune by M/s. Jaganmayi Manor Pvt. Ltd.","JAGANMAYI MANOR PVT. LTD.","EC Granted","EC",NA
"7440","SIA/MH/MIN/243062/2021","SIA/MH/MIN/243062/2021","Environmental Clearance for our Mining Project of Bahmhni    Sand Ghat Area 4.50 ha. Wainganga River Bed Gut No.371, 372, 373(Part), Village-Bahmhni, Tehsil - Tumsar, District Bhandara, Maharashtra","DISTRICT MINING OFFICER, BHANDARA","Delisted","EC",NA
"7441","SIA/MH/MIS/276291/2022","SIA/MH/MIS/276291/2022","Proposed PMAY Residential Cum Commercial Project At S.No. 105,107,108 To 112 Village DudualGaon, Pune Chinchwad Municipal Corporation, Pune  By M/S. Pune Chinchwad Municipal Corporation","M/S PIMPRI CHINCHWAD MUNICIPAL CORPORATION","EC Granted","EC",NA
"7442","SIA/MH/MIN/178966/2020","SIA/MH/MIN/178966/2020","Environmental Clearance for the Stone Quarry of Mr. Bira Namdev Rajage","SHRI. BIRA NAMDEV RAJAGE","EC Granted","EC",NA
"7443","SIA/MH/MIS/75763/2022","SIA/MH/MIS/75763/2022","Amendment/Expansion in EC for Residential cum commercial project at Plot bearing survey no. 122, 126B1/1, 126B1/2, 126B1/3, 126B1/4, 126B2, 127, 128B, 129/1,3, 131B, 62B3 at village Panchpakhadi, Pokhran Road No.1, Thane (W), Tal. & Dist. Thane, Maharashtra by Raymond Ltd.","RAYMOND LTD","EC Granted","EC",NA
"7444","SIA/MH/MIN/30986/2015","SEIAA/2015/I/CR114/TC-3","Kapileshwar sand ghat in the Purna river bed stock 6634 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"7445","SIA/MH/MIN/250201/2022","SIA/MH/MIN/250201/2022","Mograj stone quarry mining project","SHRI YUVRAJ ASHOK SAWANT","Delisted","EC",NA
"7446","SIA/MH/IND3/418916/2023","SIA/MH/IND3/418916/2023","Expansion of commodity chemicals and speciality chemicals manufacturing unit  by The Dharamsi Morarji Chemical Company Limited, Plot No. 105, Roha MIDC, Taluka: Roha, District: Raigad, State: Maharashtra.","THE DHARAMSI MORARJI CHEMICAL CO LTD","Rejected by SEAC","EC",NA
"7447","SIA/MH/MIN/422309/2023","SIA/MH/MIN/422309/2023","Shri Laxman Timma Lashkare of Stone Quarry (M L Area 1.0 ha) Production Capacity – 1,000 Brass/Annum, located at Gut No.266 Part of Village-Ranjani, Tahsil-Kalamb, District-Dharashiv (Osmanabad), State- Maharashtra","LAXMAN LASKARE","Agenda Uploaded by SEAC","EC",NA
"7448","SIA/MH/INFRA2/421506/2023","SIA/MH/INFRA2/421506/2023","Proposed Residential and Commercial project “NAMOVILLE” located at S.no. 32/2P, 32/2/2, 32/2,3, 32/2/4, 32/2/5, 32/2/6, 32/2/7, 32/2/8/ 32/2/12, 32/2/13 & 32/2/9 Balewadi, Pune developed by M/s. Royal Namoville Ventures (AOP) through its Partner M/s. Royal Vasturachana LLP through its Partner Mr. Prafulla Sunil Ikhankar & Others.","ROYAL NAMOVILLE VENTURES","Agenda Uploaded by SEAC","EC",NA
"7449","SIA/MH/MIN/422235/2023","SIA/MH/MIN/422235/2023","Environmental Clearance for Basalt Stone Mining Project (Area 2.50 ha) at Gut No. 303, Village Parkhed, Taluka Khamgaon, District Buldhana, Maharashtra by Sau Sarita Rangrao Deshmukh & Sau Madhuri Vipul Deshmukh (Sai Gajanan Stone Industries)","SARITA DESHMUKH","Agenda Uploaded by SEAC","EC",NA
"7450","SIA/MH/MIS/242532/2021","SIA/MH/MIS/242532/2021","Shantee Homes Realty LLP","SHANTEE HOMES REALTY LLP","EC Granted","EC",NA
"7451","SIA/MH/MIS/243276/2021","SIA/MH/MIS/243276/2021","Proposed Amendment & Expansion in EC for Residential cum Commercial Project on gut no. 42 & 43 (pt) at village Morivali, Ambernath, Dist: Thane, Maharashtra.","CHARMS GLOBAL","EC Granted","EC",NA
"7452","SIA/MH/MIN/264123/2022","SIA/MH/MIN/264123/2022","Proposed Sushi Dabgaon sand ghat quarry (Minor Mineral)","DISTRICT MINING OFFICER, CHANDRAPUR","WithdrawEC","EC",NA
"7453","SIA/MH/MIN/264125/2022","SIA/MH/MIN/264125/2022","Proposed Saradpar sand ghat","DISTRICT MINING OFFICER, CHANDRAPUR","EC Granted","EC",NA
"7454","SIA/MH/MIS/264315/2022","SIA/MH/MIS/264315/2022","Proposed Redevelopment of Residential cum commercial project at “Kalina Vihar Darshan CHS, Ltd.” located at plot bearing CTS. no.6934, 7270, 7270/B and 7261 of Village Kolekalyan, Santacruz (E), Mumbai- 400098.","LAKHANI REALTY LLP","Delisted","EC",NA
"7455","SIA/MH/INFRA2/405403/2022","SIA/MH/INFRA2/405403/2022","Application for EC for the Redevelopment of existing MHADA Bldgs. No. 1 to 8, 11 & 16 at S. Nos. 418A, 418B, 418 /1 to 723, 446, 670, 671, 672, 674 of village Bandra (East), Nirmal Nagar, Mumbai 400051 by M/s. TEN X REALTY LIMITED.","TEN X REALTY LIMITED","Delisted","EC",NA
"7456","SIA/MH/MIN/419514/2023","SIA/MH/MIN/419514/2023","Environmental clearance for proposed river bed sand mining having lease area 1.50 Ha of Chichgundi Sand ghat on Pranhita River.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"7457","SIA/MH/MIN/419601/2023","SIA/MH/MIN/419601/2023","Environmental clearance for proposed river bed sand mining having lease area 2.50 Ha of Maddhikuntha Sand ghat on Godavari River.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"7458","SIA/MH/MIN/419704/2023","SIA/MH/MIN/419704/2023","Environmental clearance for proposed river bed sand mining having lease area 4.00 Ha of Sawangi Sand ghat on Wainganga River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"7459","SIA/MH/IND3/68558/2020","SIA/MH/IND3/68558/2020","Proposed new project for manufacturing of API Intermediates & Specialty chemicals at Plot No.: K-11, K-12, MIDC Mahad, Tal: Mahad, Dist: Raigad, Maharashtra by Vedant Dyestuffs Intermediates Private Limited","VEDANT DYESTUFFS INTERMEDIATES PRIVATE LIMITED","Delisted","EC",NA
"7460","SIA/MH/MIN/243054/2021","SIA/MH/MIN/243054/2021","Roha Sand Ghat over an extent of 4.9 ha. at Wainganga River Bed Gut. 1314,1315, 1316, 1317, 1318 & 1319, Roha Village, Mohadi Tehsil, Bhandara District, Maharashtra.","DISTRICT MINING OFFICER, BHANDARA","Delisted","EC",NA
"7461","SIA/MH/MIS/275685/2022","SIA/MH/MIS/275685/2022","Expansion in Environmental Clearance of Proposed Residential Project  with shops by M/s. Apex Erectors LLP","APEX ERECTORS LLP","EC Granted","EC",NA
"7462","SIA/MH/MIN/257428/2022","SIA/MH/MIN/257428/2022","Stone quarry proposal of Sau. Asha Raju Ingale","ASHA INGLE","WithdrawEC","EC",NA
"7463","SIA/MH/MIN/423376/2023","SIA/MH/MIN/423376/2023","Stone Quarry proposal of M/s New Bhawani Stone Crusher, Prop. Mr. Rahul Thakur & Mr. Manish Thakur,Vill.-Jalka, Tq Amaravati, Dist  Amaravati, Gut No. 165/2, Area-2.08 Ha","PROJECT PROPONENT","Agenda Uploaded by SEAC","EC",NA
"7464","SIA/MH/MIN/424508/2023","SIA/MH/MIN/424508/2023","Stone quarry proposal of Mr. Pankaj Kisanlalji Chandak,Village Sonegaon (St.) , Tq. Wardha, Dist. Wardha, Gut No.196 Part,Govt. Land. Area-1.50 Ha,","PROJECT PROPONENT","Under examination of SEAC","EC",NA
"7465","SIA/MH/MIS/279423/2022","SIA/MH/MIS/279423/2022","Environment Clearance for Proposed Expansion in Residential and Commercial Complex “Jangid Enclave” at Land bearing New S.No.60/2,4, 61, 63/4 (Old S.No.291/4, 292, 293/2 & 4) of PLOT -A & B at Village Navghar, at Mira Road (E), Tal & Dist. Thane – 40","JANGID PROPERITES","Delisted","EC",NA
"7466","SIA/MH/MIS/280376/2022","SIA/MH/MIS/280376/2022","Proposed Residential cum commercial building on plot bearing CTS No. 838(PT) and CTS no. 13 Village- Malad(S),  Taluka: Malad, Village- Chinchavali, Bombay talkies compound, Chincholi Bunder Malad (West), Mumbai-400064 by M/s. Prakash Cotton Mills Pv","PRAKASH COTTON MILLS PRIVATE LIMITED","EC Granted","EC",NA
"7467","SIA/MH/MIN/279961/2022","SIA/MH/MIN/279961/2022","Chargaon Stone Quarry Kh. No. 27 29part2 29part3 Area 1.75 Ha out of 3.41 Ha Village Chargaon Ta Bhiwapur Dist Nagpur P.P. Shri Ajay Jeswani and Sarita Khemani","SARITA KHEMANI","EC Granted","EC",NA
"7468","SIA/MH/INFRA2/423135/2023","SIA/MH/INFRA2/423135/2023","Proposed Redevelopment Project known as “Swastik Iris” on plot bearing CTS no. 218, 218/ 1 to 19, Village Bhandup at Bhandup (W), LBS Marg, Mumbai 400078.","SUVASYA BUILDERS & DEVELOPERS LLP","Agenda Uploaded by SEIAA","EC",NA
"7469","SIA/MH/MIN/31519/2015","SEIAA/2015/I/CR239/TC-3","Rampuri Minor Mineral Stone (Quartzite) Quarry of Shri. Yogendra M. Bansod","RAMPURI STONE QUARRY","Disposed through earlier site ec-ecmpcb-in","EC",NA
"7470","SIA/MH/MIN/410428/2022","SIA/MH/MIN/410428/2022","Khanapur   Sand Ghat, Godavari  River ,Nearest Gut no  21, 220, Tq. Shrirampur Dist. Ahmednagar , Area-4.45 Ha , Qty- 15710 Brass","VASEEM SAYED","EC Granted","EC",NA
"7471","SIA/MH/INFRA2/410535/2022","SIA/MH/INFRA2/410535/2022","Proposed Residential High Rise Building on CTS No. 629/1234/A/2 at Bandra (East) Mumbai (Stilt +16 Floors) (A, C, B, D & E Flats)","NORTH MUMBAI P.W. DIVISION","Referred Back to SEAC(A)","EC",NA
"7472","SIA/MH/MIN/411281/2022","SIA/MH/MIN/411281/2022","Environment Clearance for Parsodi (Maleghat) sand ghat over an extent of 1.35 ha at Gut No. 540 (Part), 541, 581, 653 (Part), Village Parsodi (Maleghat),  Tehsil Sakoli, District Bhandara, Maharashtra.","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"7473","SIA/MH/MIN/411168/2022","SIA/MH/MIN/411168/2022","Environment Clearance for Sasra sand ghat over an extent of 1.10 ha at Gut No. 553 (Part), 549 (Part), Village Sasra,  Tehsil Sakoli, District Bhandara, Maharashtra.","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"7474","SIA/MH/MIN/259828/2022","SIA/MH/MIN/259828/2022","Environmental Clearance for proposed river bed Sand mining having lease area 2.00 Ha of Chintarvela 1 Sand ghat on Godavari River","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"7475","SIA/MH/MIS/280660/2022","SIA/MH/MIS/280660/2022","Amendment and Expansion in Residential & Commercial project “MEGAVERSE” by M/s Jeswani Associates at S. No.86, Village: Ravet, Taluka: Haveli, Pune, Maharashtra","M/S JESWANI ASSOCIATES","EC Granted","EC",NA
"7476","SIA/MH/MIS/281302/2022","SIA/MH/MIS/281302/2022","Proposed Residential & Commercial Development project at S. no. 23, Hissa no. 2, Plot no. 2, Dhanori, Pune by M/s. Epoch Estate","M/S. EPOCH ESTATE","Delisted","EC",NA
"7477","SIA/MH/INFRA2/401047/2022","SIA/MH/INFRA2/401047/2022","Proposed Residential & Commercial project “The PWC Towers” at Sr. No. 276/1, 277/4 (P), 277/5 (P), 277/6 (P), 277/7 (P), 277/8 (P), 277/9 (P) & 277/10 (P) Village Bhugaon, Taluka Mulshi, Dist Pune 412115 by M/s. Badamikar Realities Private Limited","BADAMIKAR REALITIES PRIVATE LIMITED","EC Granted","EC",NA
"7478","SIA/MH/IND2/69773/2018","SIA/MH/IND2/69773/2018","Expansion of Grain based Distillery from 30 KLPD to 58 KLPD by Viraj Alcohols & Allied Industries Limited","VIRAJ ALCOHOLS & ALLIED INDUSTRIES LIMITED","Under examination of SEIAA after SEAC","EC",NA
"7479","SIA/MH/MIN/411655/2022","SIA/MH/MIN/411655/2022","Khardi Budruck Basalt Quarry Project","JANARDAN MANKAR","Agenda Uploaded by SEIAA","EC",NA
"7480","SIA/MH/MIS/251190/2022","SIA/MH/MIS/251190/2022","No. 413/1/1(P), 413/2 (P), Charholi Budruk, Pimpri Chinchwad","M/S. LOTUS PROPERTIES","EC Granted","EC",NA
"7481","SIA/MH/MIS/251424/2022","SIA/MH/MIS/251424/2022","Plot No 7& 8 Gat No 94","M/S. SAI ESSEN DEVELOPERS","EC Granted","EC",NA
"7482","SIA/MH/MIN/284018/2022","SIA/MH/MIN/284018/2022","Murambi Basalt Mining Project","UNIVERSAL ENTERPRISES","WithdrawEC","EC",NA
"7483","SIA/MH/MIN/423528/2023","SIA/MH/MIN/423528/2023","Environmental Clearance for the stone quarry of Shri. Rajendra Chindulal Burud","RAJENDRA BURAD","Agenda Uploaded by SEAC","EC",NA
"7484","SIA/MH/INFRA2/423869/2023","SIA/MH/INFRA2/423869/2023","Amendment & Expansion in EC for redevelopment of “Botawala Chawl” under 33(9) of DCPR 2034 of MCGM at property bearing C. S. No. 641 & 642 of Mazgaon Division at Rambhau Bhogale Marg, Mazgaon, Mumbai by M/s. Sarah Housing Development Pvt. Ltd.","SARAH HOUSING DEVELOPMENT PVT LTD","Request for withdraw","EC",NA
"7485","SIA/MH/MIS/270854/2022","SIA/MH/MIS/270854/2022","Proposed Slum Rehabilitation Scheme On Land Bearing C.T.S. No. 215 (pt), 219 (pt), 220 (pt), 221(pt.), 221/1 to 4, 222(pt.), 222/1 to 2,  223 (pt), 223/1 to 2, 224 (pt), 224/1, 224/3, 224/4,  241, 241/1(pt,2, 4 & 5), 242(pt), 260 (pt), & 284 (pt) of","SHREENATH REALTORS","ADS by SEAC","EC",NA
"7486","SIA/MH/INFRA2/420265/2023","SIA/MH/INFRA2/420265/2023","Residential Project At S.No. 4 H.No. 1A, 2A, 2B, 4, 10A, Mouje Tisgaon, Taluka Kalyan, District Thane by M/s. Sky Touch.","SKY TOUCH","Agenda Uploaded by SEIAA","EC",NA
"7487","SIA/MH/MIN/407750/2022","SIA/MH/MIN/407750/2022","Partoda-1 Sand Ghat,Wardha  River ,Nearest Gut no  1/2 Tq. Arvi Dist. Wardha,Area-1.00, Qty- 1060 Brass","DMO WARDHA","EC Granted","EC",NA
"7488","SIA/MH/MIN/189317/2020","SIA/MH/MIN/189317/2020","BABHULGAON (PART 2) sand spot over an extent of 2.77 HA (MINEABLE AREA-2.22HA & NON-MINEABLE AREA-0.55) At Girna River Bed Gut No.22, 23 & 24 BABHULGAON (PART 2)  Village, Tehsil-DHARNAGAON, Jalgaon District, Maharashtra.","OFFICE OF THE COLLECTORATE, JALGAON","EC Granted","EC",NA
"7489","SIA/MH/INFRA2/426520/2023","SIA/MH/INFRA2/426520/2023","Residential project on CTS No. 642/C, Village Eksar, Taluka Borivali, District Mumbai by M/s. LMP Group Rita Palace.","LMP GROUP RITA PALACE","Agenda Uploaded by SEAC","EC",NA
"7490","SIA/MH/INFRA2/424578/2023","SIA/MH/INFRA2/424578/2023","Ganga Legend","GOEL GANGA INDIA PRIVATE LIMITED","Accepted By SEAC","EC",NA
"7491","SIA/MH/MIN/412674/2022","SIA/MH/MIN/412674/2022","Matori Basalt Mining Project","AJAY BORASTE","ADS by SEAC","EC",NA
"7492","SIA/MH/MIN/413407/2023","SIA/MH/MIN/413407/2023","Environment Clearance for Khapapeth Sand Ghat over an extent of 3.75 ha at Kanhan River Bed Gut No. 284 (Part), Village Khapapeth, Taluka Saoner, District Nagpur, Maharashtra","OFFICE OF DISTRICT COLLECTOR,NAGPUR","EC Granted","EC",NA
"7493","SIA/MH/MIS/78361/2022","SIA/MH/MIS/78361/2022","","M/S. PUNE BP DEVELOPMENT PVT LTD.","Agenda Uploaded by SEAC","EC",NA
"7494","SIA/MH/MIN/417088/2023","SIA/MH/MIN/417088/2023","Salaimendha Stone Quarry, Kh. No. 8 and 9, Village-Salaimendha, Ta- Umred, Dist- Nagpur, Area- 9.98 Ha, P.P.- M/s Pawanputra Buildcon Pvt. Ltd.","PAWAN PUTRA BUILD CON PRIVATE LIMITED","Deferred by SEAC","EC",NA
"7495","SIA/MH/INFRA2/417000/2023","SIA/MH/INFRA2/417000/2023","Proposed Residential & Commercial project (Kakade City)","M/S KAKADE CONSTRUCTION COMPANY PVT. LTD.","ADS by SEIAA","EC",NA
"7496","SIA/MH/MIN/416421/2023","SIA/MH/MIN/416421/2023","Sand ghat Proposal of Sonarkheda, Bhalsi, Dhangarkheda Sand Ghat Purna River, Vill-Sonarkheda, Bhalsi, Dhangarkheda, Tq. Bhatkuli, District Amravati , Gut No. Sonarkheda 25, 26, 27, 28, 22, 14, 13, 12, 11, 1 , Bhalsi 32, 31, 27, 26, 25, 24, 12, 11, 10, 9, 8, 7,6,5, 4, 188, 187, 185 Dhangarkheda 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 182, 181, Area-1.70 Ha, Qty- 3004 Brass","IMRAN SHEIKH","EC Granted","EC",NA
"7497","SIA/MH/MIN/416423/2023","SIA/MH/MIN/416423/2023","Sand Ghat Proposal of Ganoja Devi Sand Ghat Pedhi River, Vill.- Ganoja Devi, Tq. Bhatkuli, District Amravati , Gut No. 107,105,100,85,80,83,87,86,85,84, Area- 1.28 Ha, Qty- 2267 Brass","IMRAN SHEIKH","EC Granted","EC",NA
"7498","SIA/MH/MIN/156426/2020","SIA/MH/MIN/156426/2020","Undirkhede(Part-1) sand spot over an except of 0.90 ha at Bori River Bed Gut No.514,515,and 562,Undirkhede Village (Part-1),Parol Taluk,Jalgaon district,Maharastra.","OFFICE OF THE COLLECTORATE, JALGAON","Rejection Letter Granted","EC",NA
"7499","SIA/MH/NCP/53115/2016","SEIAA/2016/III/CR321/TC-3","Florencia","SHUBHAM ASSOCIATES","Disposed through earlier site ec-ecmpcb-in","EC",NA
"7500","SIA/MH/MIN/407285/2022","SIA/MH/MIN/407285/2022","Aapegaon Sand Ghat Tq Ambad District Jalna","DISTRICT MINING OFFICER JALNA","EC Granted","EC",NA
"7501","SIA/MH/INFRA2/414393/2023","SIA/MH/INFRA2/414393/2023","Proposed Slum Rehabilitation scheme ‘ Shravan Nagar’ on Property Bearing C.T.S. No. 128A/2(PT) Village Kandivali, Kandivali West, Mumbai by M/s. Rushabh Developers","RUSHABH  DEVELOPERS","Agenda Uploaded by SEAC","EC",NA
"7502","SIA/MH/INFRA2/414229/2023","SIA/MH/INFRA2/414229/2023","Expansion in Proposed S. R. Scheme Panchsheel SRA CHS Ltd., Ekta SRA CHS Ltd. & Vishwagautam SRA CHS (Prop.) at C.T.S No. 343 (pt), Village-Lal Dongar, Chembur, Mumbai 400071 by M/s. Paradigm DOTOM Buildheights LLP Joint venture with M/s. Jai Bhagavati Developers & Builders and Paradigm Dotom Buildheights LLP","PARADIGM DOTOM BUILDHEIGHTS LLP","Agenda Uploaded by SEIAA","EC",NA
"7503","SIA/MH/INFRA2/414972/2023","SIA/MH/INFRA2/414972/2023","Proposed residential & commercial project at sangli by Swastivastu Properties LLP","SWASTIVASTU PROPERTIES LLP","Request for withdraw","EC",NA
"7504","SIA/MH/MIN/420930/2023","SIA/MH/MIN/420930/2023","Palaspur Sand Spot","KUSHALSINH PARDESHI","EC Granted","EC",NA
"7505","SIA/MH/MIN/414243/2023","SIA/MH/MIN/414243/2023","SAKHARA SAND GHAT TQ WANI DIST YAVATMAL OVER RIVER PENGANGA AREA 2.70HA QTY 5724 BRASS NEAREST GUT NOS 82 to 86,79,50,60 to 62","DMO YAVATMAL","EC Granted","EC",NA
"7506","SIA/MH/MIN/411648/2022","SIA/MH/MIN/411648/2022","Environmental Clearance for proposed Biroli Sand Ghat (4.50ha) At -Gut No. 40, 62, 63, 64, 224, 225, 106, 107 Biroli, Tal. Tiroda","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"7507","SIA/MH/MIN/414241/2023","SIA/MH/MIN/414241/2023","SAWANGI SAND GHAT TQ WANI DIST YAVATMAL AREA 1.25HA QTY 2208 BRASS OVER RIVER NIRGUDA NEAREST GUT NOS 177,234,240,242,1 to 4,7 to 9,239,243","DMO YAVATMAL","EC Granted","EC",NA
"7508","SIA/MH/MIS/242116/2021","SIA/MH/MIS/242116/2021","“Meghna Montana” Proposed residential project located at Plot bearing S No. 135/3A, 138 (P), 138/1D, 138/2, 134/1A, 1B, 1C, 1D, 134/2, village – Chikhaloli, Taluka Ambernath, Dist. – Thane 421505.","THARWANI CONSTRUCTIONS PVT LTD","Delisted","EC",NA
"7509","SIA/MH/IND3/417105/2023","SIA/MH/IND3/417105/2023","Proposed  API & Intermediate Manufacturing Industry by Lavender Laboratories Pvt. Ltd.","M/S. LAVENDER LABORATORIES PVT. LTD.","Under examination of SEIAA after SEAC","EC",NA
